farmer_id,lat,lon,date,cloud_pct,source,ndvi_mean,ndvi_std,image_path,channels,valid,biomass_label,field_area_ha
FARMER_0039,31.118806,76.465306,2024-11-10,10.1,synthetic,0.3247,0.2163,images\FARMER_0039_2024-11-10.npy,5,True,2.51,5.81
FARMER_0040,31.584734,76.641218,2024-10-13,10.3,synthetic,0.1393,0.2363,images\FARMER_0040_2024-10-13.npy,5,True,0.677,2.73
FARMER_0041,32.169302,74.573664,2024-11-12,2.6,synthetic,-0.0106,0.2424,images\FARMER_0041_2024-11-12.npy,5,True,0.164,4.98
FARMER_0042,30.616754,74.427422,2024-10-23,8.4,synthetic,-0.1034,0.2402,images\FARMER_0042_2024-10-23.npy,5,True,0.1,5.89
FARMER_0043,30.848758,73.803465,2024-10-17,7.9,synthetic,0.3578,0.2104,images\FARMER_0043_2024-10-17.npy,5,True,2.923,7.13
FARMER_0044,31.456348,77.203804,2024-11-03,9.5,synthetic,0.2474,0.2262,images\FARMER_0044_2024-11-03.npy,5,True,1.639,2.25
FARMER_0045,30.185346,76.374629,2024-10-01,14.7,synthetic,0.1045,0.2382,images\FARMER_0045_2024-10-01.npy,5,True,0.627,3.51
FARMER_0046,30.139818,77.16695,2024-11-24,4.9,synthetic,0.3752,0.2073,images\FARMER_0046_2024-11-24.npy,5,True,3.611,3.94
FARMER_0047,31.52365,76.203109,2024-10-17,13.8,synthetic,0.2024,0.2337,images\FARMER_0047_2024-10-17.npy,5,True,1.653,2.34
FARMER_0048,30.911904,76.664602,2024-10-13,4.6,synthetic,0.3101,0.218,images\FARMER_0048_2024-10-13.npy,5,True,2.024,3.84
FARMER_0049,29.937773,77.158881,2024-11-02,11.8,synthetic,0.4049,0.2021,images\FARMER_0049_2024-11-02.npy,5,True,3.582,3.01
FARMER_0050,32.015986,74.470742,2024-11-14,3.5,synthetic,0.3411,0.2149,images\FARMER_0050_2024-11-14.npy,5,True,2.953,7.64
FARMER_0051,30.373086,75.374506,2024-10-07,10.4,synthetic,0.04,0.2424,images\FARMER_0051_2024-10-07.npy,5,True,1.157,5.83
FARMER_0052,29.627841,75.109782,2024-11-01,9.4,synthetic,0.304,0.2181,images\FARMER_0052_2024-11-01.npy,5,True,2.653,4.38
FARMER_0053,30.232205,77.345505,2024-10-25,9.9,synthetic,-0.068,0.2402,images\FARMER_0053_2024-10-25.npy,5,True,0.1,7.41
FARMER_0054,29.639102,75.559242,2024-10-22,3.9,synthetic,0.2495,0.2269,images\FARMER_0054_2024-10-22.npy,5,True,1.568,5.77
FARMER_0055,31.047565,74.823053,2024-10-21,0.4,synthetic,0.1108,0.2384,images\FARMER_0055_2024-10-21.npy,5,True,1.244,7.12
FARMER_0056,32.374003,77.488848,2024-10-26,9.6,synthetic,0.1988,0.2339,images\FARMER_0056_2024-10-26.npy,5,True,2.112,1.18
FARMER_0057,32.065552,76.395947,2024-10-04,13.2,synthetic,0.2231,0.231,images\FARMER_0057_2024-10-04.npy,5,True,1.914,1.93
FARMER_0058,31.53105,74.192159,2024-11-21,11.7,synthetic,0.3886,0.2062,images\FARMER_0058_2024-11-21.npy,5,True,3.248,1.81
FARMER_0059,30.807701,77.136014,2024-10-04,2.3,synthetic,0.2936,0.2228,images\FARMER_0059_2024-10-04.npy,5,True,2.772,4.27
FARMER_0060,29.954287,74.493038,2024-10-07,0.3,synthetic,0.3926,0.2059,images\FARMER_0060_2024-10-07.npy,5,True,3.355,6.18
FARMER_0061,32.220044,76.692555,2024-10-01,4.2,synthetic,0.1252,0.2385,images\FARMER_0061_2024-10-01.npy,5,True,0.704,1.81
FARMER_0062,29.553971,73.899625,2024-10-18,7.2,synthetic,0.2338,0.2299,images\FARMER_0062_2024-10-18.npy,5,True,2.175,6.17
FARMER_0063,32.03563,77.224518,2024-11-22,14.0,synthetic,0.1822,0.2347,images\FARMER_0063_2024-11-22.npy,5,True,2.404,1.13
FARMER_0064,31.968037,75.839609,2024-10-12,6.8,synthetic,-0.0394,0.2421,images\FARMER_0064_2024-10-12.npy,5,True,0.1,2.42
FARMER_0065,30.991611,76.129466,2024-11-26,9.2,synthetic,0.0051,0.241,images\FARMER_0065_2024-11-26.npy,5,True,0.1,2.66
FARMER_0066,30.201179,76.380952,2024-10-21,12.1,synthetic,0.1151,0.2391,images\FARMER_0066_2024-10-21.npy,5,True,0.422,4.43
FARMER_0067,31.933714,76.737436,2024-10-21,8.7,synthetic,0.1712,0.2348,images\FARMER_0067_2024-10-21.npy,5,True,1.205,2.32
FARMER_0068,30.695872,76.372085,2024-11-02,1.7,synthetic,0.2265,0.2294,images\FARMER_0068_2024-11-02.npy,5,True,1.395,3.21
FARMER_0069,31.666987,77.290171,2024-11-15,12.3,synthetic,0.3948,0.2049,images\FARMER_0069_2024-11-15.npy,5,True,3.23,4.59
FARMER_0070,31.408154,76.274024,2024-11-07,3.1,synthetic,0.4045,0.2039,images\FARMER_0070_2024-11-07.npy,5,True,3.597,6.71
FARMER_0071,29.540362,74.198046,2024-10-16,4.3,synthetic,0.339,0.215,images\FARMER_0071_2024-10-16.npy,5,True,2.401,7.71
FARMER_0072,31.478838,74.025463,2024-10-18,7.9,synthetic,0.3156,0.2166,images\FARMER_0072_2024-10-18.npy,5,True,2.443,6.23
FARMER_0073,31.632494,74.243476,2024-10-04,9.4,synthetic,0.3771,0.2067,images\FARMER_0073_2024-10-04.npy,5,True,3.474,7.23
FARMER_0074,32.234999,75.435771,2024-10-09,1.8,synthetic,0.2509,0.2258,images\FARMER_0074_2024-10-09.npy,5,True,1.86,5.52
FARMER_0075,30.069728,77.438846,2024-10-07,10.5,synthetic,0.3059,0.2182,images\FARMER_0075_2024-10-07.npy,5,True,2.066,1.03
FARMER_0076,29.65169,74.215928,2024-10-04,6.2,synthetic,0.385,0.2067,images\FARMER_0076_2024-10-04.npy,5,True,3.36,6.48
FARMER_0077,31.306019,75.845523,2024-10-21,2.4,synthetic,0.3232,0.2157,images\FARMER_0077_2024-10-21.npy,5,True,2.995,3.26
FARMER_0078,30.469298,76.175667,2024-10-22,7.6,synthetic,-0.0286,0.2414,images\FARMER_0078_2024-10-22.npy,5,True,0.1,1.11
FARMER_0079,30.940571,76.507226,2024-11-25,7.0,synthetic,0.1728,0.2339,images\FARMER_0079_2024-11-25.npy,5,True,1.351,3.79
FARMER_0080,29.528769,75.511921,2024-11-05,8.5,synthetic,0.3979,0.2063,images\FARMER_0080_2024-11-05.npy,5,True,2.789,5.85
FARMER_0081,32.431768,75.874348,2024-11-18,2.4,synthetic,0.2185,0.2286,images\FARMER_0081_2024-11-18.npy,5,True,2.005,7.78
FARMER_0082,30.153397,75.691679,2024-11-21,7.3,synthetic,-0.0678,0.2414,images\FARMER_0082_2024-11-21.npy,5,True,0.1,3.44
FARMER_0083,30.376848,75.862695,2024-10-12,14.6,synthetic,0.4148,0.2009,images\FARMER_0083_2024-10-12.npy,5,True,2.892,2.31
FARMER_0084,29.551074,75.999853,2024-10-20,5.8,synthetic,0.2896,0.2217,images\FARMER_0084_2024-10-20.npy,5,True,1.441,1.76
FARMER_0085,31.277185,74.94664,2024-11-08,4.1,synthetic,0.2497,0.2288,images\FARMER_0085_2024-11-08.npy,5,True,2.636,6.11
FARMER_0086,30.142381,76.618876,2024-11-07,13.0,synthetic,0.3096,0.2191,images\FARMER_0086_2024-11-07.npy,5,True,2.537,7.0
FARMER_0087,32.058604,74.771419,2024-11-03,7.8,synthetic,0.1259,0.2352,images\FARMER_0087_2024-11-03.npy,5,True,0.93,4.6
FARMER_0088,30.200009,76.144793,2024-11-21,1.3,synthetic,0.3879,0.2048,images\FARMER_0088_2024-11-21.npy,5,True,3.015,4.7
FARMER_0089,30.702304,75.291781,2024-10-04,2.7,synthetic,0.4257,0.1985,images\FARMER_0089_2024-10-04.npy,5,True,3.068,2.43
FARMER_0090,32.294659,74.337707,2024-11-08,8.7,synthetic,0.3695,0.21,images\FARMER_0090_2024-11-08.npy,5,True,2.481,7.43
FARMER_0091,30.554873,75.032178,2024-11-11,1.4,synthetic,0.1917,0.2314,images\FARMER_0091_2024-11-11.npy,5,True,1.703,4.99
FARMER_0092,30.193331,74.863309,2024-11-22,4.9,synthetic,0.035,0.2404,images\FARMER_0092_2024-11-22.npy,5,True,0.432,6.67
FARMER_0093,30.518551,75.486393,2024-10-16,3.8,synthetic,0.2884,0.221,images\FARMER_0093_2024-10-16.npy,5,True,2.39,7.2
FARMER_0094,32.419937,76.72948,2024-11-03,4.0,synthetic,0.1191,0.2363,images\FARMER_0094_2024-11-03.npy,5,True,1.361,7.62
FARMER_0095,31.220095,76.183502,2024-10-07,3.1,synthetic,0.2645,0.2242,images\FARMER_0095_2024-10-07.npy,5,True,2.868,7.42
FARMER_0096,30.918325,76.061421,2024-10-06,10.6,synthetic,0.1172,0.2396,images\FARMER_0096_2024-10-06.npy,5,True,1.211,4.33
FARMER_0097,31.905845,77.39914,2024-10-23,5.8,synthetic,0.3726,0.2104,images\FARMER_0097_2024-10-23.npy,5,True,2.896,7.62
FARMER_0098,29.666353,76.702151,2024-11-26,11.4,synthetic,-0.0335,0.2424,images\FARMER_0098_2024-11-26.npy,5,True,0.344,5.71
FARMER_0099,30.070379,75.446601,2024-10-01,6.6,synthetic,0.0452,0.2419,images\FARMER_0099_2024-10-01.npy,5,True,0.1,7.92
FARMER_0100,29.851192,75.499829,2024-10-09,2.6,synthetic,0.3708,0.2091,images\FARMER_0100_2024-10-09.npy,5,True,2.968,5.39
FARMER_0101,32.016542,74.149008,2024-11-18,12.4,synthetic,0.3309,0.2148,images\FARMER_0101_2024-11-18.npy,5,True,2.476,4.95
FARMER_0102,31.496222,73.884415,2024-11-14,9.0,synthetic,0.075,0.2406,images\FARMER_0102_2024-11-14.npy,5,True,0.1,5.93
FARMER_0103,30.901854,77.34354,2024-10-09,9.2,synthetic,0.3626,0.2105,images\FARMER_0103_2024-10-09.npy,5,True,3.62,5.67
FARMER_0104,31.135176,74.1684,2024-11-17,7.4,synthetic,0.3317,0.2147,images\FARMER_0104_2024-11-17.npy,5,True,2.256,3.47
FARMER_0105,30.268397,74.391953,2024-11-03,9.9,synthetic,0.2643,0.2252,images\FARMER_0105_2024-11-03.npy,5,True,2.415,5.26
FARMER_0106,30.386083,77.482009,2024-11-27,11.4,synthetic,0.2306,0.2269,images\FARMER_0106_2024-11-27.npy,5,True,1.929,1.07
FARMER_0107,30.004747,75.202026,2024-10-16,7.0,synthetic,0.0916,0.2392,images\FARMER_0107_2024-10-16.npy,5,True,0.1,4.3
FARMER_0108,30.596125,76.597225,2024-11-04,7.0,synthetic,0.2624,0.2247,images\FARMER_0108_2024-11-04.npy,5,True,2.221,7.35
FARMER_0109,29.981,77.449949,2024-10-14,14.6,synthetic,0.324,0.2177,images\FARMER_0109_2024-10-14.npy,5,True,2.626,6.58
FARMER_0110,31.651821,77.269994,2024-11-14,14.3,synthetic,0.3715,0.2104,images\FARMER_0110_2024-11-14.npy,5,True,3.299,5.37
FARMER_0111,30.741253,76.28679,2024-11-15,7.8,synthetic,-0.0527,0.2432,images\FARMER_0111_2024-11-15.npy,5,True,0.1,4.99
FARMER_0112,29.692699,76.387202,2024-10-23,2.8,synthetic,0.0488,0.2399,images\FARMER_0112_2024-10-23.npy,5,True,0.272,1.79
FARMER_0113,30.067972,76.089827,2024-11-02,2.6,synthetic,0.4164,0.1999,images\FARMER_0113_2024-11-02.npy,5,True,3.127,7.62
FARMER_0114,31.113953,76.921277,2024-11-25,4.0,synthetic,0.173,0.2333,images\FARMER_0114_2024-11-25.npy,5,True,1.259,6.41
FARMER_0115,31.061532,74.653105,2024-10-16,8.8,synthetic,0.3024,0.2214,images\FARMER_0115_2024-10-16.npy,5,True,2.798,5.85
FARMER_0116,31.524241,74.941,2024-11-14,13.9,synthetic,0.0482,0.2401,images\FARMER_0116_2024-11-14.npy,5,True,0.1,1.44
FARMER_0117,31.526145,74.635899,2024-10-01,11.9,synthetic,0.0924,0.2401,images\FARMER_0117_2024-10-01.npy,5,True,1.166,4.78
FARMER_0118,29.953644,77.171216,2024-11-22,4.7,synthetic,0.3604,0.2095,images\FARMER_0118_2024-11-22.npy,5,True,3.053,4.51
FARMER_0119,30.705916,75.098733,2024-10-10,12.1,synthetic,0.0539,0.2404,images\FARMER_0119_2024-10-10.npy,5,True,0.577,1.95
FARMER_0120,31.261052,77.275367,2024-10-11,4.9,synthetic,0.0725,0.2404,images\FARMER_0120_2024-10-11.npy,5,True,0.647,7.98
FARMER_0121,31.256959,77.086772,2024-11-17,2.1,synthetic,0.2931,0.2213,images\FARMER_0121_2024-11-17.npy,5,True,1.558,2.94
FARMER_0122,29.882307,76.336105,2024-10-06,7.9,synthetic,0.0036,0.2437,images\FARMER_0122_2024-10-06.npy,5,True,0.1,1.08
FARMER_0123,30.733475,74.662179,2024-11-01,10.7,synthetic,0.4211,0.2002,images\FARMER_0123_2024-11-01.npy,5,True,3.351,4.59
FARMER_0124,31.399901,75.367414,2024-11-14,7.9,synthetic,0.3816,0.2072,images\FARMER_0124_2024-11-14.npy,5,True,3.233,5.31
FARMER_0125,30.380247,74.349027,2024-11-07,11.7,synthetic,0.0213,0.2407,images\FARMER_0125_2024-11-07.npy,5,True,0.1,4.65
FARMER_0126,30.895931,77.310317,2024-11-16,3.2,synthetic,0.3947,0.2059,images\FARMER_0126_2024-11-16.npy,5,True,3.509,6.88
FARMER_0127,32.400608,74.118393,2024-11-04,6.7,synthetic,0.2964,0.2215,images\FARMER_0127_2024-11-04.npy,5,True,2.167,2.08
FARMER_0128,29.506294,75.784366,2024-10-17,10.7,synthetic,0.3847,0.2058,images\FARMER_0128_2024-10-17.npy,5,True,3.297,2.82
FARMER_0129,30.838998,75.497328,2024-11-14,0.5,synthetic,0.0618,0.2388,images\FARMER_0129_2024-11-14.npy,5,True,1.075,2.12
FARMER_0130,29.880149,74.246205,2024-10-26,10.7,synthetic,0.293,0.2204,images\FARMER_0130_2024-10-26.npy,5,True,1.869,3.6
FARMER_0131,31.019361,75.887763,2024-10-26,13.1,synthetic,0.3289,0.2164,images\FARMER_0131_2024-10-26.npy,5,True,2.818,7.7
FARMER_0132,31.596201,77.00805,2024-10-08,13.9,synthetic,0.0442,0.2415,images\FARMER_0132_2024-10-08.npy,5,True,0.215,7.65
FARMER_0133,31.473724,77.094626,2024-10-25,11.1,synthetic,0.2159,0.231,images\FARMER_0133_2024-10-25.npy,5,True,2.202,5.15
FARMER_0134,32.166889,74.639578,2024-10-05,8.3,synthetic,0.3152,0.2173,images\FARMER_0134_2024-10-05.npy,5,True,2.192,6.27
FARMER_0135,30.010481,75.227032,2024-10-09,3.7,synthetic,0.242,0.2283,images\FARMER_0135_2024-10-09.npy,5,True,1.505,2.19
FARMER_0136,30.741115,76.142149,2024-10-01,4.6,synthetic,-0.0678,0.2406,images\FARMER_0136_2024-10-01.npy,5,True,0.1,4.98
FARMER_0137,30.185754,75.804854,2024-10-10,6.3,synthetic,0.3721,0.2091,images\FARMER_0137_2024-10-10.npy,5,True,2.742,5.89
FARMER_0138,31.408376,73.896669,2024-11-15,6.1,synthetic,0.0566,0.2393,images\FARMER_0138_2024-11-15.npy,5,True,0.449,5.09
FARMER_0139,31.258739,75.867795,2024-11-05,6.8,synthetic,0.2932,0.2208,images\FARMER_0139_2024-11-05.npy,5,True,1.699,4.79
FARMER_0140,30.299449,74.261005,2024-10-05,2.3,synthetic,0.0832,0.2399,images\FARMER_0140_2024-10-05.npy,5,True,0.551,4.87
FARMER_0141,30.426315,75.689443,2024-11-21,0.1,synthetic,0.0373,0.2425,images\FARMER_0141_2024-11-21.npy,5,True,0.398,1.58
FARMER_0142,29.871772,74.728685,2024-10-23,7.3,synthetic,0.3263,0.2162,images\FARMER_0142_2024-10-23.npy,5,True,3.54,5.29
FARMER_0143,31.57426,75.229659,2024-11-19,1.2,synthetic,-0.0055,0.2422,images\FARMER_0143_2024-11-19.npy,5,True,0.1,6.74
FARMER_0144,32.4478,77.105564,2024-10-11,9.7,synthetic,0.1058,0.2378,images\FARMER_0144_2024-10-11.npy,5,True,0.945,5.51
FARMER_0145,31.387717,76.610743,2024-11-07,13.4,synthetic,0.3589,0.2102,images\FARMER_0145_2024-11-07.npy,5,True,3.042,5.19
FARMER_0146,30.22534,76.46317,2024-10-13,5.4,synthetic,0.2562,0.2259,images\FARMER_0146_2024-10-13.npy,5,True,1.67,1.44
FARMER_0147,29.717931,75.933334,2024-11-05,2.0,synthetic,0.4164,0.2007,images\FARMER_0147_2024-11-05.npy,5,True,3.684,1.13
FARMER_0148,30.753993,77.120113,2024-11-01,3.9,synthetic,0.3119,0.2198,images\FARMER_0148_2024-11-01.npy,5,True,2.88,2.08
FARMER_0149,31.847326,73.972798,2024-10-02,13.7,synthetic,-0.0038,0.2415,images\FARMER_0149_2024-10-02.npy,5,True,0.381,1.99
FARMER_0150,29.798458,76.102029,2024-11-10,6.0,synthetic,-0.0304,0.2405,images\FARMER_0150_2024-11-10.npy,5,True,0.1,7.98
FARMER_0151,31.92983,75.590475,2024-10-05,7.4,synthetic,0.4238,0.1985,images\FARMER_0151_2024-10-05.npy,5,True,3.114,6.16
FARMER_0152,29.687067,75.119133,2024-11-22,2.7,synthetic,0.1735,0.2335,images\FARMER_0152_2024-11-22.npy,5,True,1.819,2.0
FARMER_0153,32.203062,76.921707,2024-11-11,1.2,synthetic,0.2717,0.2256,images\FARMER_0153_2024-11-11.npy,5,True,2.577,7.31
FARMER_0154,31.480676,75.465811,2024-11-19,3.8,synthetic,0.4087,0.2034,images\FARMER_0154_2024-11-19.npy,5,True,3.117,3.51
FARMER_0155,31.255205,75.952273,2024-10-27,12.5,synthetic,0.3816,0.2066,images\FARMER_0155_2024-10-27.npy,5,True,3.616,1.65
FARMER_0156,30.095647,77.074895,2024-10-12,5.0,synthetic,0.2056,0.2311,images\FARMER_0156_2024-10-12.npy,5,True,1.234,1.93
FARMER_0157,31.947345,74.044098,2024-11-06,5.6,synthetic,0.3066,0.2202,images\FARMER_0157_2024-11-06.npy,5,True,3.565,3.9
FARMER_0158,30.189639,74.037862,2024-11-09,4.8,synthetic,0.0845,0.2393,images\FARMER_0158_2024-11-09.npy,5,True,0.828,2.07
FARMER_0159,31.089172,76.784257,2024-11-04,10.0,synthetic,0.1952,0.231,images\FARMER_0159_2024-11-04.npy,5,True,1.542,7.57
FARMER_0160,29.910034,76.042784,2024-10-10,8.7,synthetic,0.4236,0.1992,images\FARMER_0160_2024-10-10.npy,5,True,3.559,2.63
FARMER_0161,29.528931,77.027567,2024-10-09,8.2,synthetic,0.0261,0.2408,images\FARMER_0161_2024-10-09.npy,5,True,0.1,1.65
FARMER_0162,31.7323,75.758103,2024-11-13,4.0,synthetic,0.4252,0.1992,images\FARMER_0162_2024-11-13.npy,5,True,3.513,6.47
FARMER_0163,30.511878,75.253503,2024-10-03,6.9,synthetic,-0.0111,0.2413,images\FARMER_0163_2024-10-03.npy,5,True,0.1,6.71
FARMER_0164,31.714471,76.827956,2024-11-08,13.2,synthetic,0.3108,0.2182,images\FARMER_0164_2024-11-08.npy,5,True,2.626,2.2
FARMER_0165,31.776443,76.381543,2024-10-06,0.5,synthetic,0.1238,0.2368,images\FARMER_0165_2024-10-06.npy,5,True,1.481,6.72
FARMER_0166,31.896352,76.73986,2024-11-08,3.1,synthetic,0.3164,0.2187,images\FARMER_0166_2024-11-08.npy,5,True,2.67,1.46
FARMER_0167,30.263936,74.780134,2024-10-01,9.8,synthetic,0.3774,0.2069,images\FARMER_0167_2024-10-01.npy,5,True,3.156,1.02
FARMER_0168,32.389017,75.586219,2024-11-01,11.1,synthetic,0.0759,0.2399,images\FARMER_0168_2024-11-01.npy,5,True,1.379,6.25
FARMER_0169,29.812492,74.431849,2024-11-12,14.9,synthetic,0.079,0.2402,images\FARMER_0169_2024-11-12.npy,5,True,0.591,2.19
FARMER_0170,29.584772,74.230792,2024-10-24,7.3,synthetic,0.3786,0.2048,images\FARMER_0170_2024-10-24.npy,5,True,2.89,6.83
FARMER_0171,31.427738,75.574431,2024-10-16,13.2,synthetic,0.3209,0.2168,images\FARMER_0171_2024-10-16.npy,5,True,2.493,5.76
FARMER_0172,30.716143,74.443225,2024-10-03,14.7,synthetic,0.3361,0.2155,images\FARMER_0172_2024-10-03.npy,5,True,2.272,4.47
FARMER_0173,32.021399,76.791836,2024-11-02,0.7,synthetic,0.2932,0.221,images\FARMER_0173_2024-11-02.npy,5,True,1.889,7.35
FARMER_0174,32.307095,75.552433,2024-10-04,2.0,synthetic,0.3211,0.2164,images\FARMER_0174_2024-10-04.npy,5,True,2.562,7.35
FARMER_0175,32.074842,74.392086,2024-10-22,9.4,synthetic,-0.0684,0.2416,images\FARMER_0175_2024-10-22.npy,5,True,0.1,5.08
FARMER_0176,31.46213,75.295262,2024-10-10,10.2,synthetic,-0.0467,0.2432,images\FARMER_0176_2024-10-10.npy,5,True,0.1,3.35
FARMER_0177,29.697383,75.534295,2024-10-01,6.8,synthetic,0.3099,0.2177,images\FARMER_0177_2024-10-01.npy,5,True,2.362,2.51
FARMER_0178,31.27518,74.646583,2024-10-02,9.6,synthetic,0.2762,0.225,images\FARMER_0178_2024-10-02.npy,5,True,1.796,2.97
FARMER_0179,30.680484,75.760964,2024-10-04,4.3,synthetic,0.3631,0.2106,images\FARMER_0179_2024-10-04.npy,5,True,2.757,1.99
FARMER_0180,29.924213,74.944409,2024-11-05,5.0,synthetic,-0.0271,0.2419,images\FARMER_0180_2024-11-05.npy,5,True,0.423,7.64
FARMER_0181,31.729575,76.616324,2024-10-26,12.3,synthetic,0.4017,0.2048,images\FARMER_0181_2024-10-26.npy,5,True,2.517,6.21
FARMER_0182,29.704954,76.185204,2024-11-05,2.6,synthetic,0.1565,0.2359,images\FARMER_0182_2024-11-05.npy,5,True,0.862,5.45
