farmer_id,district,lat,lon,crop_type,date,field_area_ha
LUD_0012,Ludhiana,31.013729,75.844917,rice,2023-10-27,1.61
LUD_0013,Ludhiana,30.846668,75.879481,rice,2023-11-09,5.21
LUD_0014,Ludhiana,30.973385,75.91875,rice,2023-10-23,2.88
LUD_0015,Ludhiana,30.936646,75.880847,rice,2023-10-19,0.96
LUD_0016,Ludhiana,30.877426,75.728952,rice,2023-11-13,3.22
LUD_0017,Ludhiana,30.853361,75.757767,rice,2023-11-15,3.73
LUD_0018,Ludhiana,30.808766,75.976334,rice,2023-10-19,3.7
LUD_0019,Ludhiana,30.858124,75.882756,rice,2023-10-28,5.77
LUD_0020,Ludhiana,30.896045,75.936466,rice,2023-10-16,0.96
PAT_0001,Patiala,30.336064,76.384298,rice,2023-11-04,3.64
PAT_0002,Patiala,30.332377,76.321653,rice,2023-11-27,2.32
PAT_0003,Patiala,30.345588,76.369795,rice,2023-10-28,5.04
PAT_0004,Patiala,30.450725,76.28617,rice,2023-10-15,3.55
PAT_0005,Patiala,30.230201,76.435127,rice,2023-10-20,4.13
PAT_0006,Patiala,30.403358,76.462121,rice,2023-10-27,1.09
PAT_0007,Patiala,30.456283,76.31136,rice,2023-10-25,3.55
PAT_0008,Patiala,30.303658,76.479241,rice,2023-10-16,4.95
PAT_0009,Patiala,30.288599,76.513712,rice,2023-11-13,3.33
PAT_0010,Patiala,30.27147,76.508992,rice,2023-10-28,1.41
PAT_0011,Patiala,30.212375,76.368727,rice,2023-11-28,5.4
PAT_0012,Patiala,30.40941,76.496322,rice,2023-11-29,5.41
PAT_0013,Patiala,30.34508,76.33536,rice,2023-10-16,4.14
PAT_0014,Patiala,30.304424,76.273351,rice,2023-11-19,4.61
PAT_0015,Patiala,30.273289,76.509208,rice,2023-11-27,1.18
PAT_0016,Patiala,30.432512,76.28982,rice,2023-10-26,1.49
PAT_0017,Patiala,30.367627,76.491777,rice,2023-10-17,2.21
PAT_0018,Patiala,30.417473,76.519011,rice,2023-10-24,3.25
PAT_0019,Patiala,30.240091,76.250802,rice,2023-10-23,1.23
PAT_0020,Patiala,30.389544,76.281013,rice,2023-10-25,3.28
BAT_0001,Bathinda,30.265393,74.968213,rice,2023-11-03,4.92
BAT_0002,Bathinda,30.271314,75.012416,rice,2023-10-24,1.22
BAT_0003,Bathinda,30.105651,75.065218,rice,2023-10-18,2.16
BAT_0004,Bathinda,30.207804,74.991102,rice,2023-11-02,5.76
BAT_0005,Bathinda,30.151205,75.064446,rice,2023-11-06,3.55
BAT_0006,Bathinda,30.248513,74.835151,rice,2023-10-16,1.27
BAT_0007,Bathinda,30.188352,75.076045,rice,2023-10-22,5.63
BAT_0008,Bathinda,30.296221,74.936367,rice,2023-11-11,4.82
BAT_0009,Bathinda,30.075994,74.83606,rice,2023-10-28,4.88
BAT_0010,Bathinda,30.136139,74.954115,rice,2023-11-22,3.83
BAT_0011,Bathinda,30.313967,74.97437,rice,2023-10-28,2.56
BAT_0012,Bathinda,30.190247,74.988041,rice,2023-11-02,5.27
BAT_0013,Bathinda,30.198091,74.874895,rice,2023-10-27,4.6
BAT_0014,Bathinda,30.299639,74.834978,rice,2023-10-25,0.87
BAT_0015,Bathinda,30.237441,74.846429,rice,2023-10-23,2.21
BAT_0016,Bathinda,30.111284,75.063372,rice,2023-11-21,1.41
BAT_0017,Bathinda,30.150722,74.848512,rice,2023-11-04,0.62
BAT_0018,Bathinda,30.086511,74.8544,rice,2023-10-20,0.79
BAT_0019,Bathinda,30.23652,74.9961,rice,2023-11-20,2.25
BAT_0020,Bathinda,30.212267,75.050501,rice,2023-11-02,5.18
JAL_0001,Jalandhar,31.198173,75.48982,rice,2023-11-24,1.87
JAL_0002,Jalandhar,31.345945,75.555553,rice,2023-10-25,0.77
JAL_0003,Jalandhar,31.290612,75.585651,rice,2023-11-25,5.08
JAL_0004,Jalandhar,31.200549,75.697956,rice,2023-10-19,1.05
JAL_0005,Jalandhar,31.422201,75.691743,rice,2023-10-26,4.91
JAL_0006,Jalandhar,31.404254,75.618895,rice,2023-11-29,4.78
JAL_0007,Jalandhar,31.223675,75.589099,rice,2023-10-29,5.22
JAL_0008,Jalandhar,31.315584,75.546825,rice,2023-11-07,4.02
JAL_0009,Jalandhar,31.26061,75.478135,rice,2023-11-03,2.79
JAL_0010,Jalandhar,31.25112,75.541903,rice,2023-11-05,2.52
JAL_0011,Jalandhar,31.277699,75.54525,rice,2023-10-23,2.13
JAL_0012,Jalandhar,31.45168,75.695577,rice,2023-11-15,3.15
JAL_0013,Jalandhar,31.277941,75.588922,rice,2023-11-28,4.09
JAL_0014,Jalandhar,31.41123,75.588162,rice,2023-11-23,3.98
JAL_0015,Jalandhar,31.266684,75.64477,rice,2023-10-16,4.32
JAL_0016,Jalandhar,31.427001,75.475989,rice,2023-10-24,3.88
JAL_0017,Jalandhar,31.212627,75.6422,rice,2023-11-10,5.65
JAL_0018,Jalandhar,31.224474,75.707486,rice,2023-10-18,4.9
JAL_0019,Jalandhar,31.352231,75.658135,rice,2023-11-29,5.7
JAL_0020,Jalandhar,31.256947,75.604221,rice,2023-11-20,1.02
SAN_0001,Sangrur,30.277526,75.751962,rice,2023-10-20,3.65
SAN_0002,Sangrur,30.235476,75.850337,rice,2023-11-09,4.7
SAN_0003,Sangrur,30.328789,75.841803,rice,2023-10-25,5.62
SAN_0004,Sangrur,30.138525,75.736789,rice,2023-11-11,0.98
SAN_0005,Sangrur,30.289202,75.82121,rice,2023-11-26,4.19
SAN_0006,Sangrur,30.198419,75.955543,rice,2023-11-19,4.69
SAN_0007,Sangrur,30.18075,75.805974,rice,2023-11-08,1.37
SAN_0008,Sangrur,30.146379,75.966116,rice,2023-10-29,2.91
SAN_0009,Sangrur,30.21233,75.908312,rice,2023-10-23,5.65
SAN_0010,Sangrur,30.323484,75.838223,rice,2023-11-09,2.57
SAN_0011,Sangrur,30.381257,75.904973,rice,2023-11-22,1.15
SAN_0012,Sangrur,30.343149,75.882381,rice,2023-11-27,1.17
SAN_0013,Sangrur,30.269712,75.896107,rice,2023-11-09,3.0
SAN_0014,Sangrur,30.336112,75.786701,rice,2023-10-15,3.02
SAN_0015,Sangrur,30.228848,75.78854,rice,2023-11-07,4.8
SAN_0016,Sangrur,30.135965,75.98317,rice,2023-11-26,5.34
SAN_0017,Sangrur,30.184494,75.938331,rice,2023-10-16,6.0
SAN_0018,Sangrur,30.291392,75.886035,rice,2023-10-19,1.0
SAN_0019,Sangrur,30.356169,75.71212,rice,2023-10-26,1.29
SAN_0020,Sangrur,30.322495,75.759497,rice,2023-10-26,5.51
FIR_0001,Firozpur,30.967755,74.481126,wheat,2023-10-15,0.78
FIR_0002,Firozpur,30.953659,74.695415,wheat,2023-10-15,1.81
FIR_0003,Firozpur,31.021834,74.487025,wheat,2023-11-14,5.6
FIR_0004,Firozpur,31.00019,74.666474,wheat,2023-11-20,5.11
FIR_0005,Firozpur,30.795242,74.527499,wheat,2023-10-20,3.27
FIR_0006,Firozpur,30.992653,74.647403,wheat,2023-10-20,5.18
FIR_0007,Firozpur,30.82746,74.676694,wheat,2023-10-17,1.99
FIR_0008,Firozpur,30.982773,74.745457,wheat,2023-10-23,3.86
FIR_0009,Firozpur,30.79926,74.643567,wheat,2023-10-15,5.36
FIR_0010,Firozpur,30.982682,74.519476,wheat,2023-10-16,1.0
FIR_0011,Firozpur,30.835389,74.745408,wheat,2023-11-11,4.81
FIR_0012,Firozpur,30.962194,74.631276,wheat,2023-11-05,1.3
FIR_0013,Firozpur,31.048887,74.555376,wheat,2023-11-03,4.35
FIR_0014,Firozpur,30.965785,74.734366,wheat,2023-11-10,1.32
FIR_0015,Firozpur,30.926339,74.58413,wheat,2023-11-26,1.16
FIR_0016,Firozpur,30.821546,74.548861,wheat,2023-11-05,2.18
FIR_0017,Firozpur,30.903813,74.642077,wheat,2023-11-02,2.76
FIR_0018,Firozpur,30.898459,74.531936,wheat,2023-11-13,3.74
FIR_0019,Firozpur,30.872771,74.481097,wheat,2023-10-28,3.11
FIR_0020,Firozpur,30.847166,74.631288,wheat,2023-11-03,3.61
MOG_0001,Moga,30.873561,75.213426,rice,2023-11-11,2.24
MOG_0002,Moga,30.897481,75.18576,rice,2023-11-14,2.87
MOG_0003,Moga,30.852283,75.132984,rice,2023-11-28,4.55
MOG_0004,Moga,30.925193,75.289896,rice,2023-11-07,3.27
MOG_0005,Moga,30.822677,75.255964,rice,2023-10-26,5.11
MOG_0006,Moga,30.81536,75.06444,rice,2023-10-29,0.9
MOG_0007,Moga,30.912758,75.047559,rice,2023-10-18,2.34
MOG_0008,Moga,30.725438,75.11989,rice,2023-10-27,4.58
MOG_0009,Moga,30.681111,75.263609,rice,2023-11-16,2.55
MOG_0010,Moga,30.720012,75.200235,rice,2023-11-23,1.16
MOG_0011,Moga,30.779177,75.30036,rice,2023-10-18,4.75
MOG_0012,Moga,30.764069,75.224546,rice,2023-11-29,4.38
MOG_0013,Moga,30.785596,75.211449,rice,2023-10-30,1.65
MOG_0014,Moga,30.824025,75.07785,rice,2023-10-15,1.41
MOG_0015,Moga,30.911165,75.308957,rice,2023-11-28,5.11
MOG_0016,Moga,30.95429,75.071647,rice,2023-11-09,2.97
MOG_0017,Moga,30.78692,75.054414,rice,2023-11-22,2.89
MOG_0018,Moga,30.808412,75.074188,rice,2023-11-18,1.5
MOG_0019,Moga,30.930989,75.044502,rice,2023-11-13,2.11
MOG_0020,Moga,30.814255,75.196205,rice,2023-10-25,3.21
FAT_0001,Fatehgarh Sahib,30.532552,76.317227,wheat,2023-11-22,4.01
FAT_0002,Fatehgarh Sahib,30.690762,76.436657,wheat,2023-11-22,4.7
FAT_0003,Fatehgarh Sahib,30.52527,76.35165,wheat,2023-11-18,2.36
FAT_0004,Fatehgarh Sahib,30.745454,76.38412,wheat,2023-11-08,4.73
FAT_0005,Fatehgarh Sahib,30.747564,76.390342,wheat,2023-11-03,3.73
FAT_0006,Fatehgarh Sahib,30.747077,76.344365,wheat,2023-11-25,3.24
FAT_0007,Fatehgarh Sahib,30.657795,76.278394,wheat,2023-10-16,5.55
FAT_0008,Fatehgarh Sahib,30.685633,76.298702,wheat,2023-11-02,2.36
FAT_0009,Fatehgarh Sahib,30.562649,76.25595,wheat,2023-11-11,2.97
FAT_0010,Fatehgarh Sahib,30.59511,76.416574,wheat,2023-11-26,0.54
FAT_0011,Fatehgarh Sahib,30.586846,76.445849,wheat,2023-11-08,5.9
FAT_0012,Fatehgarh Sahib,30.6827,76.382702,wheat,2023-11-13,4.69
FAT_0013,Fatehgarh Sahib,30.761932,76.450795,wheat,2023-10-28,4.8
FAT_0014,Fatehgarh Sahib,30.751704,76.280949,wheat,2023-11-28,4.53
FAT_0015,Fatehgarh Sahib,30.632225,76.403869,wheat,2023-11-28,5.83
FAT_0016,Fatehgarh Sahib,30.784682,76.329704,wheat,2023-11-14,4.54
FAT_0017,Fatehgarh Sahib,30.718995,76.346018,wheat,2023-10-15,0.73
FAT_0018,Fatehgarh Sahib,30.726656,76.386116,wheat,2023-10-20,5.92
FAT_0019,Fatehgarh Sahib,30.639193,76.522817,wheat,2023-10-26,4.87
FAT_0020,Fatehgarh Sahib,30.532749,76.404529,wheat,2023-11-02,4.91
HOS_0001,Hoshiarpur,31.652916,76.002323,rice,2023-10-25,2.55
HOS_0002,Hoshiarpur,31.407636,75.802599,rice,2023-10-16,4.21
HOS_0003,Hoshiarpur,31.593712,75.988642,rice,2023-10-15,4.57
HOS_0004,Hoshiarpur,31.618244,75.78571,rice,2023-11-23,1.79
HOS_0005,Hoshiarpur,31.568131,76.012275,rice,2023-11-04,3.33
HOS_0006,Hoshiarpur,31.58364,75.78029,rice,2023-10-15,2.71
HOS_0007,Hoshiarpur,31.644778,75.960052,rice,2023-10-26,5.19
HOS_0008,Hoshiarpur,31.491449,76.010937,rice,2023-10-25,2.14
HOS_0009,Hoshiarpur,31.55929,75.883143,rice,2023-10-20,5.38
HOS_0010,Hoshiarpur,31.446526,75.795747,rice,2023-10-27,2.38
HOS_0011,Hoshiarpur,31.594939,75.998081,rice,2023-11-08,2.13
HOS_0012,Hoshiarpur,31.508224,75.81031,rice,2023-11-29,3.66
HOS_0013,Hoshiarpur,31.673322,75.968247,rice,2023-11-17,2.66
HOS_0014,Hoshiarpur,31.650284,75.911137,rice,2023-11-11,1.24
HOS_0015,Hoshiarpur,31.496306,75.790807,rice,2023-10-31,0.6
HOS_0016,Hoshiarpur,31.520918,75.949671,rice,2023-10-24,2.39
HOS_0017,Hoshiarpur,31.511707,76.040579,rice,2023-11-28,3.47
HOS_0018,Hoshiarpur,31.473671,76.023159,rice,2023-11-18,1.79
HOS_0019,Hoshiarpur,31.485096,76.026538,rice,2023-10-29,4.58
HOS_0020,Hoshiarpur,31.559409,75.954963,rice,2023-11-08,2.15
GUR_0001,Gurdaspur,31.968584,75.356298,rice,2023-10-23,5.31
GUR_0002,Gurdaspur,31.980309,75.423217,rice,2023-10-22,4.86
GUR_0003,Gurdaspur,32.120471,75.388748,rice,2023-11-23,5.97
GUR_0004,Gurdaspur,32.089887,75.494099,rice,2023-11-05,5.46
GUR_0005,Gurdaspur,32.121525,75.31785,rice,2023-10-22,1.06
GUR_0006,Gurdaspur,32.083818,75.533498,rice,2023-11-09,3.32
GUR_0007,Gurdaspur,32.022232,75.276036,rice,2023-11-27,1.07
GUR_0008,Gurdaspur,31.912502,75.334899,rice,2023-11-28,0.86
GUR_0009,Gurdaspur,32.028433,75.410505,rice,2023-11-20,0.78
GUR_0010,Gurdaspur,31.932248,75.373661,rice,2023-10-29,0.83
GUR_0011,Gurdaspur,32.096493,75.323966,rice,2023-11-28,2.67
GUR_0012,Gurdaspur,32.017651,75.266465,rice,2023-10-28,1.12
GUR_0013,Gurdaspur,32.142574,75.266345,rice,2023-10-20,3.19
GUR_0014,Gurdaspur,31.994266,75.386772,rice,2023-11-07,4.79
GUR_0015,Gurdaspur,32.136537,75.338898,rice,2023-10-25,1.83
GUR_0016,Gurdaspur,32.035362,75.457312,rice,2023-10-29,1.76
GUR_0017,Gurdaspur,31.993606,75.526508,rice,2023-11-06,3.03
GUR_0018,Gurdaspur,32.100236,75.308127,rice,2023-10-17,0.76
GUR_0019,Gurdaspur,31.939698,75.52327,rice,2023-10-19,1.54
GUR_0020,Gurdaspur,31.909759,75.296976,rice,2023-10-15,3.91
FAZ_0001,Fazilka,30.326659,74.042379,wheat,2023-10-25,5.17
FAZ_0002,Fazilka,30.260328,74.121943,wheat,2023-11-11,3.91
FAZ_0003,Fazilka,30.304568,74.099422,wheat,2023-11-29,1.9
FAZ_0004,Fazilka,30.516262,74.010248,wheat,2023-11-23,3.82
FAZ_0005,Fazilka,30.534702,73.98423,wheat,2023-11-17,2.25
FAZ_0006,Fazilka,30.48278,74.051205,wheat,2023-11-21,1.69
FAZ_0007,Fazilka,30.374927,73.971938,wheat,2023-11-21,0.66
FAZ_0008,Fazilka,30.356014,73.88833,wheat,2023-10-18,1.41
FAZ_0009,Fazilka,30.462051,74.081266,wheat,2023-10-28,2.24
FAZ_0010,Fazilka,30.508205,74.049273,wheat,2023-11-17,1.19
FAZ_0011,Fazilka,30.299241,74.077067,wheat,2023-10-17,3.29
FAZ_0012,Fazilka,30.536697,73.884122,wheat,2023-10-22,0.59
FAZ_0013,Fazilka,30.537064,74.046699,wheat,2023-11-01,5.44
FAZ_0014,Fazilka,30.505506,74.033136,wheat,2023-10-20,3.92
FAZ_0015,Fazilka,30.335492,73.897146,wheat,2023-11-04,2.12
FAZ_0016,Fazilka,30.444814,74.117149,wheat,2023-11-11,0.6
FAZ_0017,Fazilka,30.4258,73.947759,wheat,2023-11-22,1.9
FAZ_0018,Fazilka,30.430016,74.037991,wheat,2023-11-24,2.68
FAZ_0019,Fazilka,30.448734,74.086215,wheat,2023-11-19,4.67
FAZ_0020,Fazilka,30.534357,74.000396,wheat,2023-11-10,3.33
KAP_0001,Kapurthala,31.243492,75.462888,rice,2023-10-31,2.74
KAP_0002,Kapurthala,31.26634,75.489104,rice,2023-11-07,2.67
KAP_0003,Kapurthala,31.431123,75.281825,rice,2023-10-31,1.48
KAP_0004,Kapurthala,31.295872,75.480515,rice,2023-11-28,5.52
KAP_0005,Kapurthala,31.299401,75.371544,rice,2023-11-24,5.33
KAP_0006,Kapurthala,31.346135,75.384765,rice,2023-11-17,4.58
KAP_0007,Kapurthala,31.444718,75.459229,rice,2023-11-27,1.08
KAP_0008,Kapurthala,31.493113,75.48236,rice,2023-11-10,4.89
KAP_0009,Kapurthala,31.267961,75.297231,rice,2023-11-03,0.63
KAP_0010,Kapurthala,31.514183,75.345601,rice,2023-11-18,4.46
KAP_0011,Kapurthala,31.48852,75.350496,rice,2023-11-12,3.85
KAP_0012,Kapurthala,31.402677,75.354559,rice,2023-10-29,3.81
KAP_0013,Kapurthala,31.501907,75.370939,rice,2023-10-18,2.57
KAP_0014,Kapurthala,31.35035,75.27671,rice,2023-10-24,1.4
KAP_0015,Kapurthala,31.431677,75.335054,rice,2023-10-16,1.84
KAP_0016,Kapurthala,31.267699,75.450981,rice,2023-11-27,5.35
KAP_0017,Kapurthala,31.317872,75.296585,rice,2023-11-28,3.37
KAP_0018,Kapurthala,31.371157,75.312643,rice,2023-10-23,0.75
KAP_0019,Kapurthala,31.374818,75.508613,rice,2023-10-26,3.23
KAP_0020,Kapurthala,31.270994,75.310682,rice,2023-11-14,2.12
NAW_0001,Nawanshahr,31.204145,76.225479,rice,2023-11-19,5.92
NAW_0002,Nawanshahr,31.265063,76.24684,rice,2023-11-25,0.9
NAW_0003,Nawanshahr,31.028582,76.065251,rice,2023-10-25,1.03
NAW_0004,Nawanshahr,31.226823,76.152692,rice,2023-11-09,3.48
NAW_0005,Nawanshahr,31.036287,76.050912,rice,2023-11-04,5.19
NAW_0006,Nawanshahr,31.153584,76.185836,rice,2023-10-22,2.13
NAW_0007,Nawanshahr,31.093951,76.093359,rice,2023-10-20,4.75
NAW_0008,Nawanshahr,31.047908,76.243631,rice,2023-11-18,1.16
NAW_0009,Nawanshahr,31.240914,76.008111,rice,2023-11-01,5.16
NAW_0010,Nawanshahr,31.040258,76.095799,rice,2023-10-27,2.97
NAW_0011,Nawanshahr,31.058673,76.178869,rice,2023-10-21,5.31
NAW_0012,Nawanshahr,31.08501,76.128638,rice,2023-11-23,1.87
NAW_0013,Nawanshahr,31.058543,76.025151,rice,2023-10-16,5.38
NAW_0014,Nawanshahr,31.20766,76.124945,rice,2023-11-27,3.2
NAW_0015,Nawanshahr,31.138329,76.130239,rice,2023-11-21,1.22
NAW_0016,Nawanshahr,31.025186,76.24663,rice,2023-11-03,3.15
NAW_0017,Nawanshahr,31.256898,76.025802,rice,2023-11-01,1.64
NAW_0018,Nawanshahr,31.060892,75.988415,rice,2023-11-09,1.15
NAW_0019,Nawanshahr,31.246718,76.070029,rice,2023-11-26,3.06
NAW_0020,Nawanshahr,31.102126,76.128928,rice,2023-11-11,1.53
ROP_0001,Ropar,31.099809,76.607126,wheat,2023-11-21,3.08
ROP_0002,Ropar,30.865806,76.635786,wheat,2023-11-18,2.38
ROP_0003,Ropar,30.83703,76.473873,wheat,2023-10-17,3.92
ROP_0004,Ropar,31.033235,76.600218,wheat,2023-11-20,1.67
ROP_0005,Ropar,31.081659,76.500637,wheat,2023-10-28,0.51
ROP_0006,Ropar,31.101143,76.456651,wheat,2023-11-13,0.84
ROP_0007,Ropar,30.951313,76.414128,wheat,2023-11-03,3.98
ROP_0008,Ropar,30.93302,76.636119,wheat,2023-10-22,2.26
ROP_0009,Ropar,31.02633,76.507108,wheat,2023-10-28,3.8
ROP_0010,Ropar,30.95538,76.644017,wheat,2023-11-14,2.38
ROP_0011,Ropar,30.872626,76.567866,wheat,2023-11-29,0.72
ROP_0012,Ropar,30.948897,76.627897,wheat,2023-11-22,4.62
ROP_0013,Ropar,31.100706,76.526796,wheat,2023-11-18,2.16
ROP_0014,Ropar,31.08831,76.480574,wheat,2023-11-14,4.56
ROP_0015,Ropar,30.935879,76.535309,wheat,2023-10-21,3.3
ROP_0016,Ropar,31.076984,76.495404,wheat,2023-11-17,4.06
ROP_0017,Ropar,30.918861,76.492284,wheat,2023-11-05,1.19
ROP_0018,Ropar,30.848683,76.564897,wheat,2023-11-04,4.11
ROP_0019,Ropar,31.008615,76.383535,wheat,2023-11-24,1.59
ROP_0020,Ropar,31.040882,76.618977,wheat,2023-10-30,1.86
