farmer_id,district,lat,lon,crop_type,date,cloud_pct,source,ndvi_mean,ndvi_std,image_path,channels,valid,biomass_label,field_area_ha
AMR_0013,Amritsar,31.690074,74.819763,rice,2023-11-23,0.047505,planetary_computer,0.1996,0.0892,images\AMR_0013_2023-11-19.npy,5,True,1.777,4.93
AMR_0014,Amritsar,31.602494,74.813032,rice,2023-11-23,0.047505,planetary_computer,0.2889,0.131,images\AMR_0014_2023-11-22.npy,5,True,2.354,4.25
AMR_0015,Amritsar,31.533131,74.788274,rice,2023-11-23,0.056008,planetary_computer,0.1968,0.0926,images\AMR_0015_2023-11-21.npy,5,True,1.492,4.83
AMR_0016,Amritsar,31.680158,74.929746,rice,2023-10-04,2.3e-05,planetary_computer,0.3016,0.1433,images\AMR_0016_2023-10-15.npy,5,True,2.571,4.79
AMR_0017,Amritsar,31.622496,74.891548,rice,2023-10-04,2.3e-05,planetary_computer,0.1587,0.1128,images\AMR_0017_2023-10-16.npy,5,True,1.426,1.13
AMR_0018,Amritsar,31.681153,74.864207,rice,2023-10-24,6e-05,planetary_computer,0.2996,0.1336,images\AMR_0018_2023-10-21.npy,5,True,2.554,3.61
AMR_0019,Amritsar,31.7082,74.910021,rice,2023-10-24,6e-05,planetary_computer,0.2134,0.1267,images\AMR_0019_2023-11-10.npy,5,True,1.671,3.58
AMR_0020,Amritsar,31.579106,74.740929,rice,2023-11-13,0.777453,planetary_computer,0.163,0.1081,images\AMR_0020_2023-11-09.npy,5,True,1.47,2.9
LUD_0001,Ludhiana,30.821084,75.831688,rice,2023-12-03,0.000302,planetary_computer,0.1939,0.0829,images\LUD_0001_2023-11-29.npy,5,True,1.711,1.79
LUD_0002,Ludhiana,30.777325,75.796087,rice,2023-11-23,0.014041,planetary_computer,0.1307,0.0721,images\LUD_0002_2023-11-23.npy,5,True,1.126,2.11
LUD_0003,Ludhiana,30.946337,75.873269,rice,2023-10-24,0.000119,planetary_computer,0.1826,0.1308,images\LUD_0003_2023-11-07.npy,5,True,1.864,4.15
LUD_0004,Ludhiana,30.874788,75.945226,rice,2023-11-23,0.014041,planetary_computer,0.1007,0.0835,images\LUD_0004_2023-11-20.npy,5,True,1.068,1.42
LUD_0005,Ludhiana,30.767359,75.742513,rice,2023-11-23,0.014041,planetary_computer,0.0952,0.0593,images\LUD_0005_2023-11-19.npy,5,True,1.068,3.04
LUD_0006,Ludhiana,30.806156,75.857593,rice,2023-10-24,0.000119,planetary_computer,0.2881,0.1465,images\LUD_0006_2023-11-17.npy,5,True,2.484,1.34
LUD_0007,Ludhiana,30.95597,75.842224,rice,2023-10-24,0.000119,planetary_computer,0.1924,0.1364,images\LUD_0007_2023-10-22.npy,5,True,1.355,2.16
LUD_0008,Ludhiana,30.937479,75.818608,rice,2023-10-24,0.000119,planetary_computer,0.1846,0.1268,images\LUD_0008_2023-11-01.npy,5,True,1.428,0.98
LUD_0009,Ludhiana,30.794042,75.986631,rice,2023-10-31,0.001693,planetary_computer,0.225,0.0725,images\LUD_0009_2023-10-31.npy,5,True,1.806,4.35
LUD_0010,Ludhiana,30.835444,75.988669,rice,2023-11-23,0.014041,planetary_computer,0.13,0.0833,images\LUD_0010_2023-11-25.npy,5,True,1.358,4.78
LUD_0011,Ludhiana,30.961729,75.843121,rice,2023-10-24,0.000119,planetary_computer,0.2509,0.14,images\LUD_0011_2023-11-17.npy,5,True,2.428,1.03
LUD_0012,Ludhiana,31.013729,75.844917,rice,2023-10-24,0.000119,planetary_computer,0.2621,0.1076,images\LUD_0012_2023-10-27.npy,5,True,2.216,1.61
LUD_0013,Ludhiana,30.846668,75.879481,rice,2023-10-24,0.000119,planetary_computer,0.2392,0.1381,images\LUD_0013_2023-11-09.npy,5,True,1.987,5.21
LUD_0014,Ludhiana,30.973385,75.91875,rice,2023-10-24,0.000119,planetary_computer,0.2811,0.1271,images\LUD_0014_2023-10-23.npy,5,True,2.248,2.88
LUD_0015,Ludhiana,30.936646,75.880847,rice,2023-10-24,0.000119,planetary_computer,0.1415,0.1218,images\LUD_0015_2023-10-19.npy,5,True,1.361,0.96
LUD_0016,Ludhiana,30.877426,75.728952,rice,2023-10-24,0.000119,planetary_computer,0.3507,0.1216,images\LUD_0016_2023-11-13.npy,5,True,2.948,3.22
LUD_0017,Ludhiana,30.853361,75.757767,rice,2023-10-24,0.000119,planetary_computer,0.3441,0.1168,images\LUD_0017_2023-11-15.npy,5,True,2.64,3.73
LUD_0018,Ludhiana,30.808766,75.976334,rice,2023-10-24,0.000119,planetary_computer,0.3199,0.0895,images\LUD_0018_2023-10-19.npy,5,True,2.361,3.7
LUD_0019,Ludhiana,30.858124,75.882756,rice,2023-10-24,0.000119,planetary_computer,0.0991,0.0655,images\LUD_0019_2023-10-28.npy,5,True,1.02,5.77
LUD_0020,Ludhiana,30.896045,75.936466,rice,2023-10-04,9.6e-05,planetary_computer,0.2029,0.1292,images\LUD_0020_2023-10-16.npy,5,True,1.779,0.96
PAT_0001,Patiala,30.336064,76.384298,rice,2023-11-03,0.657785,planetary_computer,0.1527,0.0813,images\PAT_0001_2023-11-04.npy,5,True,1.437,3.64
PAT_0002,Patiala,30.332377,76.321653,rice,2023-11-23,0.006943,planetary_computer,0.1043,0.044,images\PAT_0002_2023-11-27.npy,5,True,1.212,2.32
PAT_0003,Patiala,30.345588,76.369795,rice,2023-10-24,0.0,planetary_computer,0.2752,0.1563,images\PAT_0003_2023-10-28.npy,5,True,2.211,5.04
PAT_0004,Patiala,30.450725,76.28617,rice,2023-10-14,0.000771,planetary_computer,0.3913,0.1632,images\PAT_0004_2023-10-15.npy,5,True,3.098,3.55
PAT_0005,Patiala,30.230201,76.435127,rice,2023-10-24,0.0,planetary_computer,,,images\PAT_0005_2023-10-20.npy,5,True,,4.13
PAT_0006,Patiala,30.403358,76.462121,rice,2023-10-24,0.0,planetary_computer,0.3127,0.1187,images\PAT_0006_2023-10-27.npy,5,True,2.709,1.09
PAT_0007,Patiala,30.456283,76.31136,rice,2023-10-24,0.0,planetary_computer,0.3354,0.1394,images\PAT_0007_2023-10-25.npy,5,True,2.821,3.55
PAT_0008,Patiala,30.303658,76.479241,rice,2023-10-21,0.309724,planetary_computer,0.2064,0.1386,images\PAT_0008_2023-10-16.npy,5,True,1.917,4.95
PAT_0009,Patiala,30.288599,76.513712,rice,2023-10-21,0.309724,planetary_computer,0.2788,0.1172,images\PAT_0009_2023-11-13.npy,5,True,2.199,3.33
PAT_0010,Patiala,30.27147,76.508992,rice,2023-10-21,0.309724,planetary_computer,0.2436,0.105,images\PAT_0010_2023-10-28.npy,5,True,1.935,1.41
PAT_0011,Patiala,30.212375,76.368727,rice,2023-12-03,0.179262,planetary_computer,0.2796,0.1054,images\PAT_0011_2023-11-28.npy,5,True,2.276,5.4
PAT_0012,Patiala,30.40941,76.496322,rice,2023-12-03,0.179262,planetary_computer,,,images\PAT_0012_2023-11-29.npy,5,True,,5.41
PAT_0013,Patiala,30.34508,76.33536,rice,2023-10-21,0.309724,planetary_computer,0.3259,0.1497,images\PAT_0013_2023-10-16.npy,5,True,2.883,4.14
PAT_0014,Patiala,30.304424,76.273351,rice,2023-11-23,0.006943,planetary_computer,0.1165,0.0829,images\PAT_0014_2023-11-19.npy,5,True,0.962,4.61
PAT_0015,Patiala,30.273289,76.509208,rice,2023-11-15,0.0,planetary_computer,0.1113,0.0626,images\PAT_0015_2023-11-27.npy,5,True,0.914,1.18
PAT_0016,Patiala,30.432512,76.28982,rice,2023-10-24,0.0,planetary_computer,0.3172,0.1497,images\PAT_0016_2023-10-26.npy,5,True,2.272,1.49
PAT_0017,Patiala,30.367627,76.491777,rice,2023-10-21,0.309724,planetary_computer,0.3125,0.123,images\PAT_0017_2023-10-17.npy,5,True,2.483,2.21
PAT_0018,Patiala,30.417473,76.519011,rice,2023-10-21,0.309724,planetary_computer,0.2654,0.1232,images\PAT_0018_2023-10-24.npy,5,True,2.153,3.25
PAT_0019,Patiala,30.240091,76.250802,rice,2023-10-24,0.0,planetary_computer,,,images\PAT_0019_2023-10-23.npy,5,True,,1.23
PAT_0020,Patiala,30.389544,76.281013,rice,2023-10-24,0.0,planetary_computer,0.3283,0.132,images\PAT_0020_2023-10-25.npy,5,True,2.523,3.28
BAT_0001,Bathinda,30.265393,74.968213,rice,2023-10-24,0.00347,planetary_computer,0.3317,0.1168,images\BAT_0001_2023-11-03.npy,5,True,2.619,4.92
BAT_0002,Bathinda,30.271314,75.012416,rice,2023-10-24,0.001248,planetary_computer,0.3899,0.1333,images\BAT_0002_2023-10-24.npy,5,True,3.114,1.22
BAT_0003,Bathinda,30.105651,75.065218,rice,2023-10-14,0.087156,planetary_computer,0.4647,0.0897,images\BAT_0003_2023-10-18.npy,5,True,3.809,2.16
BAT_0004,Bathinda,30.207804,74.991102,rice,2023-10-24,0.00347,planetary_computer,0.3471,0.1462,images\BAT_0004_2023-11-02.npy,5,True,2.771,5.76
BAT_0005,Bathinda,30.151205,75.064446,rice,2023-10-24,0.001248,planetary_computer,0.3215,0.0962,images\BAT_0005_2023-11-06.npy,5,True,2.486,3.55
BAT_0006,Bathinda,30.248513,74.835151,rice,2023-10-14,0.000597,planetary_computer,0.4182,0.121,images\BAT_0006_2023-10-16.npy,5,True,3.456,1.27
BAT_0007,Bathinda,30.188352,75.076045,rice,2023-10-24,0.001248,planetary_computer,0.2818,0.1153,images\BAT_0007_2023-10-22.npy,5,True,2.431,5.63
BAT_0008,Bathinda,30.296221,74.936367,rice,2023-10-24,0.00347,planetary_computer,0.367,0.1389,images\BAT_0008_2023-11-11.npy,5,True,3.05,4.82
BAT_0009,Bathinda,30.075994,74.83606,rice,2023-10-24,0.00347,planetary_computer,0.3259,0.104,images\BAT_0009_2023-10-28.npy,5,True,2.65,4.88
BAT_0010,Bathinda,30.136139,74.954115,rice,2023-11-23,0.000926,planetary_computer,0.0978,0.0517,images\BAT_0010_2023-11-22.npy,5,True,1.227,3.83
BAT_0011,Bathinda,30.313967,74.97437,rice,2023-10-24,0.00347,planetary_computer,0.3163,0.0955,images\BAT_0011_2023-10-28.npy,5,True,2.667,2.56
BAT_0012,Bathinda,30.190247,74.988041,rice,2023-10-24,0.00347,planetary_computer,0.1813,0.1187,images\BAT_0012_2023-11-02.npy,5,True,1.457,5.27
BAT_0013,Bathinda,30.198091,74.874895,rice,2023-10-24,0.00347,planetary_computer,0.3564,0.0815,images\BAT_0013_2023-10-27.npy,5,True,3.15,4.6
BAT_0014,Bathinda,30.299639,74.834978,rice,2023-10-24,0.00347,planetary_computer,0.3551,0.1252,images\BAT_0014_2023-10-25.npy,5,True,2.837,0.87
BAT_0015,Bathinda,30.237441,74.846429,rice,2023-10-24,0.00347,planetary_computer,0.3324,0.089,images\BAT_0015_2023-10-23.npy,5,True,2.781,2.21
BAT_0016,Bathinda,30.111284,75.063372,rice,2023-11-23,0.000219,planetary_computer,0.1304,0.0885,images\BAT_0016_2023-11-21.npy,5,True,1.165,1.41
BAT_0017,Bathinda,30.150722,74.848512,rice,2023-10-24,0.00347,planetary_computer,0.3131,0.0881,images\BAT_0017_2023-11-04.npy,5,True,2.684,0.62
BAT_0018,Bathinda,30.086511,74.8544,rice,2023-10-24,0.00347,planetary_computer,0.3132,0.1029,images\BAT_0018_2023-10-20.npy,5,True,2.633,0.79
BAT_0019,Bathinda,30.23652,74.9961,rice,2023-11-23,0.000219,planetary_computer,,,images\BAT_0019_2023-11-20.npy,5,True,,2.25
BAT_0020,Bathinda,30.212267,75.050501,rice,2023-10-24,0.001248,planetary_computer,0.3347,0.1144,images\BAT_0020_2023-11-02.npy,5,True,2.429,5.18
JAL_0001,Jalandhar,31.198173,75.48982,rice,2023-11-23,0.014041,planetary_computer,0.1442,0.0968,images\JAL_0001_2023-11-24.npy,5,True,1.279,1.87
JAL_0002,Jalandhar,31.345945,75.555553,rice,2023-10-24,0.000119,planetary_computer,0.224,0.1585,images\JAL_0002_2023-10-25.npy,5,True,1.709,0.77
JAL_0003,Jalandhar,31.290612,75.585651,rice,2023-11-23,0.014041,planetary_computer,0.1066,0.0599,images\JAL_0003_2023-11-25.npy,5,True,0.866,5.08
JAL_0004,Jalandhar,31.200549,75.697956,rice,2023-10-24,0.000119,planetary_computer,0.3027,0.0919,images\JAL_0004_2023-10-19.npy,5,True,2.213,1.05
JAL_0005,Jalandhar,31.422201,75.691743,rice,2023-10-24,0.000119,planetary_computer,0.325,0.1134,images\JAL_0005_2023-10-26.npy,5,True,2.776,4.91
JAL_0006,Jalandhar,31.404254,75.618895,rice,2023-12-03,0.000302,planetary_computer,0.2059,0.1159,images\JAL_0006_2023-11-29.npy,5,True,1.579,4.78
JAL_0007,Jalandhar,31.223675,75.589099,rice,2023-10-24,0.000119,planetary_computer,0.2705,0.1383,images\JAL_0007_2023-10-29.npy,5,True,1.676,5.22
JAL_0008,Jalandhar,31.315584,75.546825,rice,2023-10-24,0.000119,planetary_computer,0.1644,0.1322,images\JAL_0008_2023-11-07.npy,5,True,1.376,4.02
JAL_0009,Jalandhar,31.26061,75.478135,rice,2023-10-24,0.000119,planetary_computer,0.3108,0.1154,images\JAL_0009_2023-11-03.npy,5,True,2.632,2.79
JAL_0010,Jalandhar,31.25112,75.541903,rice,2023-10-24,0.000119,planetary_computer,0.2575,0.1417,images\JAL_0010_2023-11-05.npy,5,True,1.972,2.52
JAL_0011,Jalandhar,31.277699,75.54525,rice,2023-10-24,0.000119,planetary_computer,0.2688,0.136,images\JAL_0011_2023-10-23.npy,5,True,2.295,2.13
JAL_0012,Jalandhar,31.45168,75.695577,rice,2023-10-24,0.000119,planetary_computer,0.3,0.1155,images\JAL_0012_2023-11-15.npy,5,True,2.413,3.15
JAL_0013,Jalandhar,31.277941,75.588922,rice,2023-12-03,0.000302,planetary_computer,0.2002,0.1227,images\JAL_0013_2023-11-28.npy,5,True,1.819,4.09
JAL_0014,Jalandhar,31.41123,75.588162,rice,2023-11-23,0.014041,planetary_computer,0.1616,0.0873,images\JAL_0014_2023-11-23.npy,5,True,1.431,3.98
JAL_0015,Jalandhar,31.266684,75.64477,rice,2023-10-04,9.6e-05,planetary_computer,0.4212,0.1163,images\JAL_0015_2023-10-16.npy,5,True,3.306,4.32
JAL_0016,Jalandhar,31.427001,75.475989,rice,2023-10-24,0.000119,planetary_computer,0.3012,0.146,images\JAL_0016_2023-10-24.npy,5,True,2.472,3.88
JAL_0017,Jalandhar,31.212627,75.6422,rice,2023-10-24,0.000119,planetary_computer,0.29,0.1171,images\JAL_0017_2023-11-10.npy,5,True,2.338,5.65
JAL_0018,Jalandhar,31.224474,75.707486,rice,2023-10-04,9.6e-05,planetary_computer,0.4357,0.0843,images\JAL_0018_2023-10-18.npy,5,True,3.513,4.9
JAL_0019,Jalandhar,31.352231,75.658135,rice,2023-12-03,0.000302,planetary_computer,0.2977,0.1506,images\JAL_0019_2023-11-29.npy,5,True,2.345,5.7
JAL_0020,Jalandhar,31.256947,75.604221,rice,2023-11-23,0.014041,planetary_computer,0.161,0.0791,images\JAL_0020_2023-11-20.npy,5,True,1.226,1.02
SAN_0001,Sangrur,30.277526,75.751962,rice,2023-10-24,0.001248,planetary_computer,,,images\SAN_0001_2023-10-20.npy,5,True,,3.65
SAN_0002,Sangrur,30.235476,75.850337,rice,2023-10-24,0.001248,planetary_computer,0.2619,0.1622,images\SAN_0002_2023-11-09.npy,5,True,2.226,4.7
SAN_0003,Sangrur,30.328789,75.841803,rice,2023-10-24,0.001248,planetary_computer,0.3777,0.1388,images\SAN_0003_2023-10-25.npy,5,True,3.125,5.62
SAN_0004,Sangrur,30.138525,75.736789,rice,2023-10-24,0.001248,planetary_computer,0.3542,0.1205,images\SAN_0004_2023-11-11.npy,5,True,2.822,0.98
SAN_0005,Sangrur,30.289202,75.82121,rice,2023-11-23,0.000219,planetary_computer,0.1179,0.0793,images\SAN_0005_2023-11-26.npy,5,True,0.988,4.19
SAN_0006,Sangrur,30.198419,75.955543,rice,2023-11-23,0.000219,planetary_computer,0.1582,0.079,images\SAN_0006_2023-11-19.npy,5,True,1.366,4.69
SAN_0007,Sangrur,30.18075,75.805974,rice,2023-10-24,0.001248,planetary_computer,0.3563,0.0983,images\SAN_0007_2023-11-08.npy,5,True,3.09,1.37
SAN_0008,Sangrur,30.146379,75.966116,rice,2023-10-24,0.001248,planetary_computer,0.4122,0.1346,images\SAN_0008_2023-10-29.npy,5,True,3.281,2.91
SAN_0009,Sangrur,30.21233,75.908312,rice,2023-10-24,0.001248,planetary_computer,0.3773,0.1109,images\SAN_0009_2023-10-23.npy,5,True,3.05,5.65
SAN_0010,Sangrur,30.323484,75.838223,rice,2023-10-24,0.001248,planetary_computer,0.4008,0.1242,images\SAN_0010_2023-11-09.npy,5,True,3.364,2.57
SAN_0011,Sangrur,30.381257,75.904973,rice,2023-11-23,0.000219,planetary_computer,0.1131,0.0686,images\SAN_0011_2023-11-22.npy,5,True,0.546,1.15
SAN_0012,Sangrur,30.343149,75.882381,rice,2023-11-23,0.000219,planetary_computer,0.106,0.0643,images\SAN_0012_2023-11-27.npy,5,True,0.875,1.17
SAN_0013,Sangrur,30.269712,75.896107,rice,2023-10-24,0.001248,planetary_computer,0.3926,0.1093,images\SAN_0013_2023-11-09.npy,5,True,3.11,3.0
SAN_0014,Sangrur,30.336112,75.786701,rice,2023-10-14,0.087156,planetary_computer,0.4297,0.0939,images\SAN_0014_2023-10-15.npy,5,True,3.822,3.02
SAN_0015,Sangrur,30.228848,75.78854,rice,2023-10-24,0.001248,planetary_computer,0.3872,0.1187,images\SAN_0015_2023-11-07.npy,5,True,3.292,4.8
SAN_0016,Sangrur,30.135965,75.98317,rice,2023-11-23,0.000219,planetary_computer,0.1296,0.0631,images\SAN_0016_2023-11-26.npy,5,True,1.099,5.34
SAN_0017,Sangrur,30.184494,75.938331,rice,2023-10-21,0.005236,planetary_computer,0.3702,0.1226,images\SAN_0017_2023-10-16.npy,5,True,2.788,6.0
SAN_0018,Sangrur,30.291392,75.886035,rice,2023-10-24,0.001248,planetary_computer,0.393,0.1097,images\SAN_0018_2023-10-19.npy,5,True,3.151,1.0
SAN_0019,Sangrur,30.356169,75.71212,rice,2023-10-24,0.001248,planetary_computer,0.373,0.1094,images\SAN_0019_2023-10-26.npy,5,True,3.052,1.29
SAN_0020,Sangrur,30.322495,75.759497,rice,2023-10-24,0.001248,planetary_computer,0.3275,0.1148,images\SAN_0020_2023-10-26.npy,5,True,2.617,5.51
FIR_0001,Firozpur,30.967755,74.481126,wheat,2023-10-04,0.000113,planetary_computer,0.3009,0.1824,images\FIR_0001_2023-10-15.npy,5,True,1.861,0.78
FIR_0002,Firozpur,30.953659,74.695415,wheat,2023-10-04,0.000113,planetary_computer,0.5358,0.1112,images\FIR_0002_2023-10-15.npy,5,True,3.44,1.81
FIR_0003,Firozpur,31.021834,74.487025,wheat,2023-11-13,0.777453,planetary_computer,0.4204,0.1825,images\FIR_0003_2023-11-14.npy,5,True,2.582,5.6
FIR_0004,Firozpur,31.00019,74.666474,wheat,2023-11-23,0.056008,planetary_computer,0.0772,0.0544,images\FIR_0004_2023-11-20.npy,5,True,0.727,5.11
FIR_0005,Firozpur,30.795242,74.527499,wheat,2023-10-24,0.000189,planetary_computer,0.2024,0.0938,images\FIR_0005_2023-10-20.npy,5,True,1.28,3.27
FIR_0006,Firozpur,30.992653,74.647403,wheat,2023-10-24,0.000189,planetary_computer,0.3689,0.1638,images\FIR_0006_2023-10-20.npy,5,True,2.161,5.18
FIR_0007,Firozpur,30.82746,74.676694,wheat,2023-10-04,0.000113,planetary_computer,0.4854,0.0945,images\FIR_0007_2023-10-17.npy,5,True,3.398,1.99
FIR_0008,Firozpur,30.982773,74.745457,wheat,2023-10-24,0.000189,planetary_computer,0.3472,0.1464,images\FIR_0008_2023-10-23.npy,5,True,2.016,3.86
FIR_0009,Firozpur,30.79926,74.643567,wheat,2023-10-04,0.000113,planetary_computer,0.4744,0.0936,images\FIR_0009_2023-10-15.npy,5,True,3.014,5.36
FIR_0010,Firozpur,30.982682,74.519476,wheat,2023-10-04,0.000113,planetary_computer,0.2897,0.1413,images\FIR_0010_2023-10-16.npy,5,True,1.887,1.0
FIR_0011,Firozpur,30.835389,74.745408,wheat,2023-11-13,0.777453,planetary_computer,0.0911,0.0552,images\FIR_0011_2023-11-11.npy,5,True,0.647,4.81
FIR_0012,Firozpur,30.962194,74.631276,wheat,2023-10-24,0.000189,planetary_computer,0.2641,0.1391,images\FIR_0012_2023-11-05.npy,5,True,1.535,1.3
FIR_0013,Firozpur,31.048887,74.555376,wheat,2023-10-24,0.000189,planetary_computer,0.2565,0.1854,images\FIR_0013_2023-11-03.npy,5,True,1.498,4.35
FIR_0014,Firozpur,30.965785,74.734366,wheat,2023-11-13,0.777453,planetary_computer,0.1347,0.1121,images\FIR_0014_2023-11-10.npy,5,True,0.699,1.32
FIR_0015,Firozpur,30.926339,74.58413,wheat,2023-11-23,0.056008,planetary_computer,0.0747,0.0518,images\FIR_0015_2023-11-26.npy,5,True,0.414,1.16
FIR_0016,Firozpur,30.821546,74.548861,wheat,2023-10-24,0.000189,planetary_computer,0.2336,0.1251,images\FIR_0016_2023-11-05.npy,5,True,1.527,2.18
FIR_0017,Firozpur,30.903813,74.642077,wheat,2023-10-24,0.000189,planetary_computer,0.2766,0.1366,images\FIR_0017_2023-11-02.npy,5,True,1.975,2.76
FIR_0018,Firozpur,30.898459,74.531936,wheat,2023-11-13,0.777453,planetary_computer,0.1346,0.0965,images\FIR_0018_2023-11-13.npy,5,True,0.673,3.74
FIR_0019,Firozpur,30.872771,74.481097,wheat,2023-10-24,0.000189,planetary_computer,0.2749,0.1158,images\FIR_0019_2023-10-28.npy,5,True,1.601,3.11
FIR_0020,Firozpur,30.847166,74.631288,wheat,2023-10-24,0.000189,planetary_computer,0.2691,0.1005,images\FIR_0020_2023-11-03.npy,5,True,2.011,3.61
MOG_0001,Moga,30.873561,75.213426,rice,2023-10-24,0.000119,planetary_computer,0.3317,0.1209,images\MOG_0001_2023-11-11.npy,5,True,2.742,2.24
MOG_0002,Moga,30.897481,75.18576,rice,2023-10-24,0.000119,planetary_computer,0.3545,0.1094,images\MOG_0002_2023-11-14.npy,5,True,2.938,2.87
MOG_0003,Moga,30.852283,75.132984,rice,2023-12-03,0.000302,planetary_computer,0.1385,0.0965,images\MOG_0003_2023-11-28.npy,5,True,1.402,4.55
MOG_0004,Moga,30.925193,75.289896,rice,2023-10-24,0.000119,planetary_computer,0.4082,0.1073,images\MOG_0004_2023-11-07.npy,5,True,3.493,3.27
MOG_0005,Moga,30.822677,75.255964,rice,2023-10-24,0.000119,planetary_computer,0.4027,0.0779,images\MOG_0005_2023-10-26.npy,5,True,3.132,5.11
MOG_0006,Moga,30.81536,75.06444,rice,2023-10-24,0.000119,planetary_computer,0.3226,0.1103,images\MOG_0006_2023-10-29.npy,5,True,2.472,0.9
MOG_0007,Moga,30.912758,75.047559,rice,2023-10-04,9.6e-05,planetary_computer,0.5352,0.1108,images\MOG_0007_2023-10-18.npy,5,True,4.555,2.34
MOG_0008,Moga,30.725438,75.11989,rice,2023-10-24,0.000119,planetary_computer,0.3652,0.1135,images\MOG_0008_2023-10-27.npy,5,True,2.922,4.58
MOG_0009,Moga,30.681111,75.263609,rice,2023-10-24,0.000119,planetary_computer,0.4205,0.0902,images\MOG_0009_2023-11-16.npy,5,True,3.493,2.55
MOG_0010,Moga,30.720012,75.200235,rice,2023-11-23,0.014041,planetary_computer,0.074,0.0607,images\MOG_0010_2023-11-23.npy,5,True,0.986,1.16
MOG_0011,Moga,30.779177,75.30036,rice,2023-10-04,9.6e-05,planetary_computer,0.5374,0.092,images\MOG_0011_2023-10-18.npy,5,True,4.629,4.75
MOG_0012,Moga,30.764069,75.224546,rice,2023-12-03,0.000302,planetary_computer,0.2039,0.1438,images\MOG_0012_2023-11-29.npy,5,True,1.646,4.38
MOG_0013,Moga,30.785596,75.211449,rice,2023-10-24,0.000119,planetary_computer,0.3087,0.109,images\MOG_0013_2023-10-30.npy,5,True,2.607,1.65
MOG_0014,Moga,30.824025,75.07785,rice,2023-10-04,9.6e-05,planetary_computer,0.505,0.0995,images\MOG_0014_2023-10-15.npy,5,True,4.123,1.41
MOG_0015,Moga,30.911165,75.308957,rice,2023-12-03,0.000302,planetary_computer,0.1735,0.1088,images\MOG_0015_2023-11-28.npy,5,True,1.445,5.11
MOG_0016,Moga,30.95429,75.071647,rice,2023-11-13,0.777453,planetary_computer,0.1543,0.0867,images\MOG_0016_2023-11-09.npy,5,True,1.407,2.97
MOG_0017,Moga,30.78692,75.054414,rice,2023-11-23,0.014041,planetary_computer,0.0772,0.0468,images\MOG_0017_2023-11-22.npy,5,True,0.629,2.89
MOG_0018,Moga,30.808412,75.074188,rice,2023-11-23,0.014041,planetary_computer,0.0473,0.0473,images\MOG_0018_2023-11-18.npy,5,True,0.723,1.5
MOG_0019,Moga,30.930989,75.044502,rice,2023-11-13,0.777453,planetary_computer,0.1344,0.0963,images\MOG_0019_2023-11-13.npy,5,True,1.107,2.11
MOG_0020,Moga,30.814255,75.196205,rice,2023-10-24,0.000119,planetary_computer,0.2564,0.1167,images\MOG_0020_2023-10-25.npy,5,True,1.864,3.21
FAT_0001,Fatehgarh Sahib,30.532552,76.317227,wheat,2023-11-23,0.006943,planetary_computer,0.1589,0.1022,images\FAT_0001_2023-11-22.npy,5,True,1.196,4.01
FAT_0002,Fatehgarh Sahib,30.690762,76.436657,wheat,2023-11-23,0.002724,planetary_computer,0.1587,0.0805,images\FAT_0002_2023-11-22.npy,5,True,1.162,4.7
