farmer_id,district,lat,lon,crop_type,date,field_area_ha
AMR_0032,Amritsar,31.746729,74.859917,rice,2023-10-27,1.61
AMR_0033,Amritsar,31.579668,74.894481,rice,2023-11-09,5.21
AMR_0034,Amritsar,31.706385,74.93375,rice,2023-10-23,2.88
AMR_0035,Amritsar,31.669646,74.895847,rice,2023-10-19,0.96
AMR_0036,Amritsar,31.610426,74.743952,rice,2023-11-13,3.22
AMR_0037,Amritsar,31.586361,74.772767,rice,2023-11-15,3.73
AMR_0038,Amritsar,31.541766,74.991334,rice,2023-10-19,3.7
AMR_0039,Amritsar,31.591124,74.897756,rice,2023-10-28,5.77
AMR_0040,Amritsar,31.629045,74.951466,rice,2023-10-16,0.96
AMR_0041,Amritsar,31.630264,74.869698,rice,2023-11-04,3.64
AMR_0042,Amritsar,31.626577,74.807053,rice,2023-11-27,2.32
AMR_0043,Amritsar,31.639788,74.855195,rice,2023-10-28,5.04
AMR_0044,Amritsar,31.744925,74.77157,rice,2023-10-15,3.55
AMR_0045,Amritsar,31.524401,74.920527,rice,2023-10-20,4.13
AMR_0046,Amritsar,31.697558,74.947521,rice,2023-10-27,1.09
AMR_0047,Amritsar,31.750483,74.79676,rice,2023-10-25,3.55
AMR_0048,Amritsar,31.597858,74.964641,rice,2023-10-16,4.95
AMR_0049,Amritsar,31.582799,74.999112,rice,2023-11-13,3.33
AMR_0050,Amritsar,31.56567,74.994392,rice,2023-10-28,1.41
AMR_0051,Amritsar,31.506575,74.854127,rice,2023-11-28,5.4
AMR_0052,Amritsar,31.70361,74.981722,rice,2023-11-29,5.41
AMR_0053,Amritsar,31.63928,74.82076,rice,2023-10-16,4.14
AMR_0054,Amritsar,31.598624,74.758751,rice,2023-11-19,4.61
AMR_0055,Amritsar,31.567489,74.994608,rice,2023-11-27,1.18
AMR_0056,Amritsar,31.726712,74.77522,rice,2023-10-26,1.49
AMR_0057,Amritsar,31.661827,74.977177,rice,2023-10-17,2.21
AMR_0058,Amritsar,31.711673,75.004411,rice,2023-10-24,3.25
AMR_0059,Amritsar,31.534291,74.736202,rice,2023-10-23,1.23
AMR_0060,Amritsar,31.683744,74.766413,rice,2023-10-25,3.28
AMR_0061,Amritsar,31.688393,74.895013,rice,2023-11-03,4.92
AMR_0062,Amritsar,31.694314,74.939216,rice,2023-10-24,1.22
AMR_0063,Amritsar,31.528651,74.992018,rice,2023-10-18,2.16
AMR_0064,Amritsar,31.630804,74.917902,rice,2023-11-02,5.76
AMR_0065,Amritsar,31.574205,74.991246,rice,2023-11-06,3.55
AMR_0066,Amritsar,31.671513,74.761951,rice,2023-10-16,1.27
AMR_0067,Amritsar,31.611352,75.002845,rice,2023-10-22,5.63
AMR_0068,Amritsar,31.719221,74.863167,rice,2023-11-11,4.82
AMR_0069,Amritsar,31.498994,74.76286,rice,2023-10-28,4.88
AMR_0070,Amritsar,31.559139,74.880915,rice,2023-11-22,3.83
AMR_0071,Amritsar,31.736967,74.90117,rice,2023-10-28,2.56
AMR_0072,Amritsar,31.613247,74.914841,rice,2023-11-02,5.27
AMR_0073,Amritsar,31.621091,74.801695,rice,2023-10-27,4.6
AMR_0074,Amritsar,31.722639,74.761778,rice,2023-10-25,0.87
AMR_0075,Amritsar,31.660441,74.773229,rice,2023-10-23,2.21
AMR_0076,Amritsar,31.534284,74.990172,rice,2023-11-21,1.41
AMR_0077,Amritsar,31.573722,74.775312,rice,2023-11-04,0.62
AMR_0078,Amritsar,31.509511,74.7812,rice,2023-10-20,0.79
AMR_0079,Amritsar,31.65952,74.9229,rice,2023-11-20,2.25
AMR_0080,Amritsar,31.635267,74.977301,rice,2023-11-02,5.18
AMR_0081,Amritsar,31.506173,74.78312,rice,2023-11-24,1.87
AMR_0082,Amritsar,31.653945,74.848853,rice,2023-10-25,0.77
AMR_0083,Amritsar,31.598612,74.878951,rice,2023-11-25,5.08
AMR_0084,Amritsar,31.508549,74.991256,rice,2023-10-19,1.05
AMR_0085,Amritsar,31.730201,74.985043,rice,2023-10-26,4.91
AMR_0086,Amritsar,31.712254,74.912195,rice,2023-11-29,4.78
AMR_0087,Amritsar,31.531675,74.882399,rice,2023-10-29,5.22
AMR_0088,Amritsar,31.623584,74.840125,rice,2023-11-07,4.02
AMR_0089,Amritsar,31.56861,74.771435,rice,2023-11-03,2.79
AMR_0090,Amritsar,31.55912,74.835203,rice,2023-11-05,2.52
AMR_0091,Amritsar,31.585699,74.83855,rice,2023-10-23,2.13
AMR_0092,Amritsar,31.75968,74.988877,rice,2023-11-15,3.15
AMR_0093,Amritsar,31.585941,74.882222,rice,2023-11-28,4.09
AMR_0094,Amritsar,31.71923,74.881462,rice,2023-11-23,3.98
AMR_0095,Amritsar,31.574684,74.93807,rice,2023-10-16,4.32
AMR_0096,Amritsar,31.735001,74.769289,rice,2023-10-24,3.88
AMR_0097,Amritsar,31.520627,74.9355,rice,2023-11-10,5.65
AMR_0098,Amritsar,31.532474,75.000786,rice,2023-10-18,4.9
AMR_0099,Amritsar,31.660231,74.951435,rice,2023-11-29,5.7
AMR_0100,Amritsar,31.564947,74.897521,rice,2023-11-20,1.02
AMR_0101,Amritsar,31.666526,74.780262,rice,2023-10-20,3.65
AMR_0102,Amritsar,31.624476,74.878637,rice,2023-11-09,4.7
AMR_0103,Amritsar,31.717789,74.870103,rice,2023-10-25,5.62
AMR_0104,Amritsar,31.527525,74.765089,rice,2023-11-11,0.98
AMR_0105,Amritsar,31.678202,74.84951,rice,2023-11-26,4.19
AMR_0106,Amritsar,31.587419,74.983843,rice,2023-11-19,4.69
AMR_0107,Amritsar,31.56975,74.834274,rice,2023-11-08,1.37
AMR_0108,Amritsar,31.535379,74.994416,rice,2023-10-29,2.91
AMR_0109,Amritsar,31.60133,74.936612,rice,2023-10-23,5.65
AMR_0110,Amritsar,31.712484,74.866523,rice,2023-11-09,2.57
AMR_0111,Amritsar,31.770257,74.933273,rice,2023-11-22,1.15
AMR_0112,Amritsar,31.732149,74.910681,rice,2023-11-27,1.17
AMR_0113,Amritsar,31.658712,74.924407,rice,2023-11-09,3.0
AMR_0114,Amritsar,31.725112,74.815001,rice,2023-10-15,3.02
AMR_0115,Amritsar,31.617848,74.81684,rice,2023-11-07,4.8
AMR_0116,Amritsar,31.524965,75.01147,rice,2023-11-26,5.34
AMR_0117,Amritsar,31.573494,74.966631,rice,2023-10-16,6.0
AMR_0118,Amritsar,31.680392,74.914335,rice,2023-10-19,1.0
AMR_0119,Amritsar,31.745169,74.74042,rice,2023-10-26,1.29
AMR_0120,Amritsar,31.711495,74.787797,rice,2023-10-26,5.51
AMR_0121,Amritsar,31.677755,74.742426,rice,2023-10-15,0.78
AMR_0122,Amritsar,31.663659,74.956715,rice,2023-10-15,1.81
AMR_0123,Amritsar,31.731834,74.748325,rice,2023-11-14,5.6
AMR_0124,Amritsar,31.71019,74.927774,rice,2023-11-20,5.11
AMR_0125,Amritsar,31.505242,74.788799,rice,2023-10-20,3.27
AMR_0126,Amritsar,31.702653,74.908703,rice,2023-10-20,5.18
AMR_0127,Amritsar,31.53746,74.937994,rice,2023-10-17,1.99
AMR_0128,Amritsar,31.692773,75.006757,rice,2023-10-23,3.86
AMR_0129,Amritsar,31.50926,74.904867,rice,2023-10-15,5.36
AMR_0130,Amritsar,31.692682,74.780776,rice,2023-10-16,1.0
AMR_0131,Amritsar,31.545389,75.006708,rice,2023-11-11,4.81
AMR_0132,Amritsar,31.672194,74.892576,rice,2023-11-05,1.3
AMR_0133,Amritsar,31.758887,74.816676,rice,2023-11-03,4.35
AMR_0134,Amritsar,31.675785,74.995666,rice,2023-11-10,1.32
AMR_0135,Amritsar,31.636339,74.84543,rice,2023-11-26,1.16
AMR_0136,Amritsar,31.531546,74.810161,rice,2023-11-05,2.18
AMR_0137,Amritsar,31.613813,74.903377,rice,2023-11-02,2.76
AMR_0138,Amritsar,31.608459,74.793236,rice,2023-11-13,3.74
AMR_0139,Amritsar,31.582771,74.742397,rice,2023-10-28,3.11
AMR_0140,Amritsar,31.557166,74.892588,rice,2023-11-03,3.61
AMR_0141,Amritsar,31.690561,74.913726,rice,2023-11-11,2.24
AMR_0142,Amritsar,31.714481,74.88606,rice,2023-11-14,2.87
AMR_0143,Amritsar,31.669283,74.833284,rice,2023-11-28,4.55
AMR_0144,Amritsar,31.742193,74.990196,rice,2023-11-07,3.27
AMR_0145,Amritsar,31.639677,74.956264,rice,2023-10-26,5.11
AMR_0146,Amritsar,31.63236,74.76474,rice,2023-10-29,0.9
AMR_0147,Amritsar,31.729758,74.747859,rice,2023-10-18,2.34
AMR_0148,Amritsar,31.542438,74.82019,rice,2023-10-27,4.58
AMR_0149,Amritsar,31.498111,74.963909,rice,2023-11-16,2.55
AMR_0150,Amritsar,31.537012,74.900535,rice,2023-11-23,1.16
AMR_0151,Amritsar,31.596177,75.00066,rice,2023-10-18,4.75
AMR_0152,Amritsar,31.581069,74.924846,rice,2023-11-29,4.38
AMR_0153,Amritsar,31.602596,74.911749,rice,2023-10-30,1.65
AMR_0154,Amritsar,31.641025,74.77815,rice,2023-10-15,1.41
AMR_0155,Amritsar,31.728165,75.009257,rice,2023-11-28,5.11
AMR_0156,Amritsar,31.77129,74.771947,rice,2023-11-09,2.97
AMR_0157,Amritsar,31.60392,74.754714,rice,2023-11-22,2.89
AMR_0158,Amritsar,31.625412,74.774488,rice,2023-11-18,1.5
AMR_0159,Amritsar,31.747989,74.744802,rice,2023-11-13,2.11
AMR_0160,Amritsar,31.631255,74.896505,rice,2023-10-25,3.21
AMR_0161,Amritsar,31.517552,74.800527,rice,2023-11-22,4.01
AMR_0162,Amritsar,31.675762,74.919957,rice,2023-11-22,4.7
AMR_0163,Amritsar,31.51027,74.83495,rice,2023-11-18,2.36
AMR_0164,Amritsar,31.730454,74.86742,rice,2023-11-08,4.73
AMR_0165,Amritsar,31.732564,74.873642,rice,2023-11-03,3.73
AMR_0166,Amritsar,31.732077,74.827665,rice,2023-11-25,3.24
AMR_0167,Amritsar,31.642795,74.761694,rice,2023-10-16,5.55
AMR_0168,Amritsar,31.670633,74.782002,rice,2023-11-02,2.36
AMR_0169,Amritsar,31.547649,74.73925,rice,2023-11-11,2.97
AMR_0170,Amritsar,31.58011,74.899874,rice,2023-11-26,0.54
AMR_0171,Amritsar,31.571846,74.929149,rice,2023-11-08,5.9
AMR_0172,Amritsar,31.6677,74.866002,rice,2023-11-13,4.69
AMR_0173,Amritsar,31.746932,74.934095,rice,2023-10-28,4.8
AMR_0174,Amritsar,31.736704,74.764249,rice,2023-11-28,4.53
AMR_0175,Amritsar,31.617225,74.887169,rice,2023-11-28,5.83
AMR_0176,Amritsar,31.769682,74.813004,rice,2023-11-14,4.54
AMR_0177,Amritsar,31.703995,74.829318,rice,2023-10-15,0.73
AMR_0178,Amritsar,31.711656,74.869416,rice,2023-10-20,5.92
AMR_0179,Amritsar,31.624193,75.006117,rice,2023-10-26,4.87
AMR_0180,Amritsar,31.517749,74.887829,rice,2023-11-02,4.91
AMR_0181,Amritsar,31.752916,74.962623,rice,2023-10-25,2.55
AMR_0182,Amritsar,31.507636,74.762899,rice,2023-10-16,4.21
AMR_0183,Amritsar,31.693712,74.948942,rice,2023-10-15,4.57
AMR_0184,Amritsar,31.718244,74.74601,rice,2023-11-23,1.79
AMR_0185,Amritsar,31.668131,74.972575,rice,2023-11-04,3.33
AMR_0186,Amritsar,31.68364,74.74059,rice,2023-10-15,2.71
AMR_0187,Amritsar,31.744778,74.920352,rice,2023-10-26,5.19
AMR_0188,Amritsar,31.591449,74.971237,rice,2023-10-25,2.14
AMR_0189,Amritsar,31.65929,74.843443,rice,2023-10-20,5.38
AMR_0190,Amritsar,31.546526,74.756047,rice,2023-10-27,2.38
AMR_0191,Amritsar,31.694939,74.958381,rice,2023-11-08,2.13
AMR_0192,Amritsar,31.608224,74.77061,rice,2023-11-29,3.66
AMR_0193,Amritsar,31.773322,74.928547,rice,2023-11-17,2.66
AMR_0194,Amritsar,31.750284,74.871437,rice,2023-11-11,1.24
AMR_0195,Amritsar,31.596306,74.751107,rice,2023-10-31,0.6
AMR_0196,Amritsar,31.620918,74.909971,rice,2023-10-24,2.39
AMR_0197,Amritsar,31.611707,75.000879,rice,2023-11-28,3.47
AMR_0198,Amritsar,31.573671,74.983459,rice,2023-11-18,1.79
AMR_0199,Amritsar,31.585096,74.986838,rice,2023-10-29,4.58
AMR_0200,Amritsar,31.659409,74.915263,rice,2023-11-08,2.15
AMR_0201,Amritsar,31.561584,74.822598,rice,2023-10-23,5.31
AMR_0202,Amritsar,31.573309,74.889517,rice,2023-10-22,4.86
AMR_0203,Amritsar,31.713471,74.855048,rice,2023-11-23,5.97
AMR_0204,Amritsar,31.682887,74.960399,rice,2023-11-05,5.46
AMR_0205,Amritsar,31.714525,74.78415,rice,2023-10-22,1.06
AMR_0206,Amritsar,31.676818,74.999798,rice,2023-11-09,3.32
AMR_0207,Amritsar,31.615232,74.742336,rice,2023-11-27,1.07
AMR_0208,Amritsar,31.505502,74.801199,rice,2023-11-28,0.86
AMR_0209,Amritsar,31.621433,74.876805,rice,2023-11-20,0.78
AMR_0210,Amritsar,31.525248,74.839961,rice,2023-10-29,0.83
AMR_0211,Amritsar,31.689493,74.790266,rice,2023-11-28,2.67
AMR_0212,Amritsar,31.610651,74.732765,rice,2023-10-28,1.12
AMR_0213,Amritsar,31.735574,74.732645,rice,2023-10-20,3.19
AMR_0214,Amritsar,31.587266,74.853072,rice,2023-11-07,4.79
AMR_0215,Amritsar,31.729537,74.805198,rice,2023-10-25,1.83
AMR_0216,Amritsar,31.628362,74.923612,rice,2023-10-29,1.76
AMR_0217,Amritsar,31.586606,74.992808,rice,2023-11-06,3.03
AMR_0218,Amritsar,31.693236,74.774427,rice,2023-10-17,0.76
AMR_0219,Amritsar,31.532698,74.98957,rice,2023-10-19,1.54
AMR_0220,Amritsar,31.502759,74.763276,rice,2023-10-15,3.91
AMR_0221,Amritsar,31.561659,74.891679,rice,2023-10-25,5.17
AMR_0222,Amritsar,31.495328,74.971243,rice,2023-11-11,3.91
AMR_0223,Amritsar,31.539568,74.948722,rice,2023-11-29,1.9
AMR_0224,Amritsar,31.751262,74.859548,rice,2023-11-23,3.82
AMR_0225,Amritsar,31.769702,74.83353,rice,2023-11-17,2.25
AMR_0226,Amritsar,31.71778,74.900505,rice,2023-11-21,1.69
AMR_0227,Amritsar,31.609927,74.821238,rice,2023-11-21,0.66
AMR_0228,Amritsar,31.591014,74.73763,rice,2023-10-18,1.41
AMR_0229,Amritsar,31.697051,74.930566,rice,2023-10-28,2.24
AMR_0230,Amritsar,31.743205,74.898573,rice,2023-11-17,1.19
AMR_0231,Amritsar,31.534241,74.926367,rice,2023-10-17,3.29
AMR_0232,Amritsar,31.771697,74.733422,rice,2023-10-22,0.59
AMR_0233,Amritsar,31.772064,74.895999,rice,2023-11-01,5.44
AMR_0234,Amritsar,31.740506,74.882436,rice,2023-10-20,3.92
AMR_0235,Amritsar,31.570492,74.746446,rice,2023-11-04,2.12
AMR_0236,Amritsar,31.679814,74.966449,rice,2023-11-11,0.6
AMR_0237,Amritsar,31.6608,74.797059,rice,2023-11-22,1.9
AMR_0238,Amritsar,31.665016,74.887291,rice,2023-11-24,2.68
AMR_0239,Amritsar,31.683734,74.935515,rice,2023-11-19,4.67
AMR_0240,Amritsar,31.769357,74.849696,rice,2023-11-10,3.33
AMR_0241,Amritsar,31.497492,74.955188,rice,2023-10-31,2.74
AMR_0242,Amritsar,31.52034,74.981404,rice,2023-11-07,2.67
AMR_0243,Amritsar,31.685123,74.774125,rice,2023-10-31,1.48
AMR_0244,Amritsar,31.549872,74.972815,rice,2023-11-28,5.52
AMR_0245,Amritsar,31.553401,74.863844,rice,2023-11-24,5.33
AMR_0246,Amritsar,31.600135,74.877065,rice,2023-11-17,4.58
AMR_0247,Amritsar,31.698718,74.951529,rice,2023-11-27,1.08
AMR_0248,Amritsar,31.747113,74.97466,rice,2023-11-10,4.89
AMR_0249,Amritsar,31.521961,74.789531,rice,2023-11-03,0.63
AMR_0250,Amritsar,31.768183,74.837901,rice,2023-11-18,4.46
AMR_0251,Amritsar,31.74252,74.842796,rice,2023-11-12,3.85
AMR_0252,Amritsar,31.656677,74.846859,rice,2023-10-29,3.81
AMR_0253,Amritsar,31.755907,74.863239,rice,2023-10-18,2.57
AMR_0254,Amritsar,31.60435,74.76901,rice,2023-10-24,1.4
AMR_0255,Amritsar,31.685677,74.827354,rice,2023-10-16,1.84
AMR_0256,Amritsar,31.521699,74.943281,rice,2023-11-27,5.35
AMR_0257,Amritsar,31.571872,74.788885,rice,2023-11-28,3.37
AMR_0258,Amritsar,31.625157,74.804943,rice,2023-10-23,0.75
AMR_0259,Amritsar,31.628818,75.000913,rice,2023-10-26,3.23
AMR_0260,Amritsar,31.524994,74.802982,rice,2023-11-14,2.12
AMR_0261,Amritsar,31.708145,74.977779,rice,2023-11-19,5.92
AMR_0262,Amritsar,31.769063,74.99914,rice,2023-11-25,0.9
AMR_0263,Amritsar,31.532582,74.817551,rice,2023-10-25,1.03
AMR_0264,Amritsar,31.730823,74.904992,rice,2023-11-09,3.48
AMR_0265,Amritsar,31.540287,74.803212,rice,2023-11-04,5.19
AMR_0266,Amritsar,31.657584,74.938136,rice,2023-10-22,2.13
AMR_0267,Amritsar,31.597951,74.845659,rice,2023-10-20,4.75
AMR_0268,Amritsar,31.551908,74.995931,rice,2023-11-18,1.16
AMR_0269,Amritsar,31.744914,74.760411,rice,2023-11-01,5.16
AMR_0270,Amritsar,31.544258,74.848099,rice,2023-10-27,2.97
AMR_0271,Amritsar,31.562673,74.931169,rice,2023-10-21,5.31
AMR_0272,Amritsar,31.58901,74.880938,rice,2023-11-23,1.87
AMR_0273,Amritsar,31.562543,74.777451,rice,2023-10-16,5.38
AMR_0274,Amritsar,31.71166,74.877245,rice,2023-11-27,3.2
AMR_0275,Amritsar,31.642329,74.882539,rice,2023-11-21,1.22
AMR_0276,Amritsar,31.529186,74.99893,rice,2023-11-03,3.15
AMR_0277,Amritsar,31.760898,74.778102,rice,2023-11-01,1.64
AMR_0278,Amritsar,31.564892,74.740715,rice,2023-11-09,1.15
AMR_0279,Amritsar,31.750718,74.822329,rice,2023-11-26,3.06
AMR_0280,Amritsar,31.606126,74.881228,rice,2023-11-11,1.53
AMR_0281,Amritsar,31.770809,74.961426,rice,2023-11-21,3.08
AMR_0282,Amritsar,31.536806,74.990086,rice,2023-11-18,2.38
AMR_0283,Amritsar,31.50803,74.828173,rice,2023-10-17,3.92
AMR_0284,Amritsar,31.704235,74.954518,rice,2023-11-20,1.67
AMR_0285,Amritsar,31.752659,74.854937,rice,2023-10-28,0.51
AMR_0286,Amritsar,31.772143,74.810951,rice,2023-11-13,0.84
AMR_0287,Amritsar,31.622313,74.768428,rice,2023-11-03,3.98
AMR_0288,Amritsar,31.60402,74.990419,rice,2023-10-22,2.26
AMR_0289,Amritsar,31.69733,74.861408,rice,2023-10-28,3.8
AMR_0290,Amritsar,31.62638,74.998317,rice,2023-11-14,2.38
AMR_0291,Amritsar,31.543626,74.922166,rice,2023-11-29,0.72
AMR_0292,Amritsar,31.619897,74.982197,rice,2023-11-22,4.62
AMR_0293,Amritsar,31.771706,74.881096,rice,2023-11-18,2.16
AMR_0294,Amritsar,31.75931,74.834874,rice,2023-11-14,4.56
AMR_0295,Amritsar,31.606879,74.889609,rice,2023-10-21,3.3
AMR_0296,Amritsar,31.747984,74.849704,rice,2023-11-17,4.06
AMR_0297,Amritsar,31.589861,74.846584,rice,2023-11-05,1.19
AMR_0298,Amritsar,31.519683,74.919197,rice,2023-11-04,4.11
AMR_0299,Amritsar,31.679615,74.737835,rice,2023-11-24,1.59
AMR_0300,Amritsar,31.711882,74.973277,rice,2023-10-30,1.86
AMR_0301,Amritsar,31.680998,74.768522,rice,2023-11-24,1.26
AMR_0302,Amritsar,31.573386,74.921226,rice,2023-10-27,5.51
AMR_0303,Amritsar,31.550706,74.884082,rice,2023-11-09,5.74
AMR_0304,Amritsar,31.664817,74.80373,rice,2023-11-16,3.94
AMR_0305,Amritsar,31.583738,75.005616,rice,2023-11-07,4.27
AMR_0306,Amritsar,31.500504,74.844317,rice,2023-11-02,5.31
AMR_0307,Amritsar,31.664864,74.856604,rice,2023-10-23,5.2
AMR_0308,Amritsar,31.58422,74.884774,rice,2023-11-27,3.19
AMR_0309,Amritsar,31.671017,74.825851,rice,2023-11-21,5.52
AMR_0310,Amritsar,31.752685,74.96843,rice,2023-10-26,5.88
AMR_0311,Amritsar,31.702598,74.946407,rice,2023-10-25,3.14
AMR_0312,Amritsar,31.621807,74.799563,rice,2023-11-19,4.05
AMR_0313,Amritsar,31.57501,74.804486,rice,2023-11-05,2.75
AMR_0314,Amritsar,31.55528,74.960796,rice,2023-11-10,5.23
AMR_0315,Amritsar,31.540956,74.734402,rice,2023-10-16,4.89
AMR_0316,Amritsar,31.728969,74.771032,rice,2023-10-30,4.76
AMR_0317,Amritsar,31.526397,74.841518,rice,2023-11-04,1.56
AMR_0318,Amritsar,31.53711,74.850684,rice,2023-11-29,3.91
AMR_0319,Amritsar,31.755212,75.00693,rice,2023-11-13,1.26
AMR_0320,Amritsar,31.715407,74.808077,rice,2023-10-18,5.37
AMR_0321,Amritsar,31.679767,74.763617,rice,2023-11-16,1.47
AMR_0322,Amritsar,31.612579,74.886912,rice,2023-11-22,3.25
AMR_0323,Amritsar,31.686126,74.915052,rice,2023-10-15,6.0
AMR_0324,Amritsar,31.638609,74.758956,rice,2023-11-29,4.5
AMR_0325,Amritsar,31.767466,74.821431,rice,2023-10-28,2.84
AMR_0326,Amritsar,31.508397,74.920534,rice,2023-11-05,2.44
AMR_0327,Amritsar,31.71449,74.965294,rice,2023-11-25,2.79
AMR_0328,Amritsar,31.584033,74.94197,rice,2023-11-21,4.91
AMR_0329,Amritsar,31.631552,74.982349,rice,2023-10-27,5.33
AMR_0330,Amritsar,31.520907,74.775287,rice,2023-10-21,3.44
AMR_0331,Amritsar,31.512905,74.747086,rice,2023-10-25,2.9
AMR_0332,Amritsar,31.710895,74.742055,rice,2023-10-15,4.09
AMR_0333,Amritsar,31.724476,74.77934,rice,2023-10-16,5.23
AMR_0334,Amritsar,31.724475,74.883204,rice,2023-10-21,5.01
AMR_0335,Amritsar,31.519972,74.842755,rice,2023-11-09,1.92
AMR_0336,Amritsar,31.704652,74.87347,rice,2023-11-17,4.63
AMR_0337,Amritsar,31.62411,74.835313,rice,2023-11-02,1.65
AMR_0338,Amritsar,31.704417,74.765595,rice,2023-10-25,0.97
AMR_0339,Amritsar,31.543362,74.781397,rice,2023-10-17,2.69
AMR_0340,Amritsar,31.771309,74.770719,rice,2023-11-21,4.09
AMR_0341,Amritsar,31.619644,74.842317,rice,2023-10-23,5.87
AMR_0342,Amritsar,31.738401,74.786144,rice,2023-11-24,1.71
AMR_0343,Amritsar,31.677701,74.813243,rice,2023-10-26,3.62
AMR_0344,Amritsar,31.648254,74.964293,rice,2023-11-17,4.41
AMR_0345,Amritsar,31.501442,74.746149,rice,2023-11-26,3.17
AMR_0346,Amritsar,31.566852,74.849524,rice,2023-11-11,4.67
AMR_0347,Amritsar,31.725451,74.889442,rice,2023-10-22,1.99
AMR_0348,Amritsar,31.640137,74.82043,rice,2023-11-01,3.6
AMR_0349,Amritsar,31.683463,74.750802,rice,2023-10-31,1.67
AMR_0350,Amritsar,31.744463,74.913261,rice,2023-10-15,1.45
AMR_0351,Amritsar,31.743274,74.863888,rice,2023-11-22,5.65
AMR_0352,Amritsar,31.510656,74.79255,rice,2023-11-05,3.72
AMR_0353,Amritsar,31.548736,74.922568,rice,2023-10-16,1.05
AMR_0354,Amritsar,31.551956,74.850666,rice,2023-10-24,1.47
AMR_0355,Amritsar,31.531714,74.973179,rice,2023-10-23,2.48
AMR_0356,Amritsar,31.509476,74.832363,rice,2023-10-29,1.96
AMR_0357,Amritsar,31.664936,74.789809,rice,2023-11-20,5.61
AMR_0358,Amritsar,31.521953,74.762373,rice,2023-11-24,1.13
AMR_0359,Amritsar,31.667479,74.766451,rice,2023-10-24,4.65
AMR_0360,Amritsar,31.723546,74.879597,rice,2023-11-23,5.98
AMR_0361,Amritsar,31.506369,74.844654,rice,2023-10-17,5.72
AMR_0362,Amritsar,31.655521,74.958033,rice,2023-10-29,1.44
AMR_0363,Amritsar,31.768018,74.871919,rice,2023-11-08,5.84
AMR_0364,Amritsar,31.600605,74.843607,rice,2023-11-06,3.72
AMR_0365,Amritsar,31.529855,74.822204,rice,2023-10-24,1.07
AMR_0366,Amritsar,31.73652,74.897313,rice,2023-10-23,2.47
AMR_0367,Amritsar,31.608427,74.853125,rice,2023-11-20,5.6
AMR_0368,Amritsar,31.755178,74.841918,rice,2023-11-13,2.31
AMR_0369,Amritsar,31.620293,74.891322,rice,2023-11-01,4.12
AMR_0370,Amritsar,31.649232,74.8221,rice,2023-11-05,2.4
AMR_0371,Amritsar,31.600006,74.758799,rice,2023-10-29,4.48
AMR_0372,Amritsar,31.602947,74.792371,rice,2023-10-22,3.59
AMR_0373,Amritsar,31.705551,74.804378,rice,2023-11-08,5.6
AMR_0374,Amritsar,31.66127,74.919605,rice,2023-11-22,0.79
AMR_0375,Amritsar,31.758746,74.842196,rice,2023-10-19,3.68
AMR_0376,Amritsar,31.495293,74.743092,rice,2023-11-26,4.24
