date,temperature,humidity,wind_speed,precipitation,solar_radiation,aqi,biomass_tons_per_ha,day_of_year,month,weekday,doy_sin,doy_cos,aqi_lag1,aqi_lag7,aqi_7d_mean
2019-03-18,19.4,59.75,6.4,0.0,19.119999999999997,149.64873693169244,1.32,77,3,0,0.9700639218515071,0.2428497220959356,133.4686718742233,91.4963473034334,126.62380325022448
2019-03-19,20.35,59.25,7.15,0.0,20.375,123.70702782036619,1.389,78,3,1,0.9741004551724205,0.22611568550828828,149.64873693169244,125.57042513187783,126.35760363429426
2019-03-20,20.35,57.75,12.475,0.95,19.6525,115.56556387897604,1.209,79,3,2,0.9778483415056568,0.20931464596304847,123.70702782036619,135.75327085528,123.47364549482225
2019-03-21,19.875,56.25,7.975,0.0,21.4275,98.10399679206964,1.275,80,3,3,0.9813064702716093,0.19245158197082998,115.56556387897604,109.67610755469681,121.82048681444694
2019-03-22,19.625,51.0,11.45,0.0,22.245,53.083797973976914,1.349,81,3,4,0.9844738167520922,0.1755314904214282,98.10399679206964,120.00695757238591,112.26003544324567
2019-03-23,19.4,55.0,12.65,0.1,19.7875,49.75998621657308,1.265,82,3,5,0.9873494423939864,0.15855938510313475,53.083797973976914,112.24245283141512,103.33396878398253
2019-03-24,19.425,65.75,10.15,0.25,15.6675,141.58810583439833,1.229,83,3,6,0.989932495087353,0.141540295217043,49.75998621657308,133.4686718742233,104.49388792115039
2019-03-25,19.675,68.0,7.925000000000001,0.05,16.8075,112.95808696559371,1.246,84,3,0,0.9922222094179323,0.12447926388678915,141.58810583439833,149.64873693169244,99.252366497422
2019-03-26,20.7,61.75,8.325,0.0,22.5075,110.89969441918686,1.22,85,3,1,0.994217906893952,0.10738134666416309,112.95808696559371,123.70702782036619,97.42274744011065
2019-03-27,22.725,61.25,6.925,0.0,20.9925,139.76689055484235,1.205,86,3,2,0.995918996147179,0.09025161003104117,110.89969441918686,115.56556387897604,100.88007982237728
2019-03-28,24.55,60.0,7.125,0.0,21.7625,150.4585369784945,1.501,87,3,3,0.9973249731081555,0.07309512989807777,139.76689055484235,98.10399679206964,108.3592998490094
2019-03-29,25.3,58.5,8.2,0.0,20.8175,112.8502685739405,1.382,88,3,4,0.9984354211555643,0.055916990100603484,150.4585369784945,53.083797973976914,116.89736707757561
2019-03-30,25.0,54.0,9.225,0.0,19.7575,103.05727324875379,1.229,89,3,5,0.9992500112396835,0.03872228089217446,112.8502685739405,49.75998621657308,124.51126522503002
2019-03-31,23.9,42.75,12.825000000000001,0.0,23.5375,77.06585149701831,1.386,90,3,6,0.9997685019798909,0.021516097436222254,103.05727324875379,141.58810583439833,115.29380031969
2019-04-01,23.55,39.5,11.075,0.0,23.7,82.65407844020285,1.366,91,4,0,0.9999907397361901,0.004303538296244289,77.06585149701831,112.95808696559371,110.96465624463416
2019-04-02,24.0,42.25,6.5,0.0,23.6025,100.53606900294044,1.27,92,4,1,0.9999166586547379,-0.01291029607500882,82.65407844020285,110.89969441918686,109.48413832802753
2019-04-03,25.075,45.5,8.025,0.0,23.1125,80.26452656466017,1.302,93,4,2,0.9995462806873573,-0.030120304846908114,100.53606900294044,139.76689055484235,100.98380061514436
2019-04-04,26.55,50.0,6.925,0.0,22.91,99.13255045164664,1.406,94,4,3,0.9988797155850336,-0.04732138832243185,80.26452656466017,150.4585369784945,93.65151682559467
2019-04-05,26.5,56.75,6.3,0.4,21.182499999999997,136.07230660822785,1.224,95,4,4,0.9979171608653922,-0.06450844944931623,99.13255045164664,112.8502685739405,96.96895083049287
2019-04-06,26.225,58.5,8.5,0.15,20.432499999999997,98.12055197622676,1.43,96,4,5,0.9966589017541702,-0.08167639533042241,136.07230660822785,103.05727324875379,96.26370493441756
2019-04-07,27.025,49.75,6.9,0.0,22.155,115.02057431281848,1.234,97,4,6,0.9951053111006976,-0.09882013873287143,98.12055197622676,77.06585149701831,101.6858081938176
2019-04-08,25.175,58.25,10.875,2.3000000000000003,19.517500000000002,71.34475904278071,1.249,98,4,0,0.9932568492674143,-0.11593459959550041,115.02057431281848,82.65407844020285,100.07019113704301
2019-04-09,26.125,52.5,5.8,0.0,23.4975,113.5128507564793,1.459,99,4,1,0.9911140639934547,-0.1330147065341959,71.34475904278071,100.53606900294044,101.92401710183427
2019-04-10,27.9,45.25,9.725,0.0,20.7825,78.36129616807334,1.249,100,4,2,0.9886775902323405,-0.1500553983446526,113.5128507564793,80.26452656466017,101.652127045179
2019-04-11,27.45,43.0,9.575,0.0,22.567500000000003,92.75164701408117,1.505,101,4,3,0.9859481499638304,-0.16705162550211924,78.36129616807334,99.13255045164664,100.74056941124108
2019-04-12,27.15,45.5,10.725,0.0,20.305,72.52547912968588,1.413,102,4,4,0.9829265519799822,-0.18399835165768005,92.75164701408117,136.07230660822785,91.6624512000208
2019-04-13,26.675,51.75,11.1,0.025,19.1225,138.88301951074803,1.402,103,4,5,0.9796136916454901,-0.20089055513063506,72.52547912968588,98.12055197622676,97.48566084780956
2019-04-14,27.25,50.0,11.625,0.0,22.435,119.58042061678891,1.493,104,4,6,0.9760105506323683,-0.21772323039653177,138.88301951074803,115.02057431281848,98.13706746266247
2019-04-15,28.7,42.75,10.05,0.0,23.1725,119.66013020908488,1.438,105,4,0,0.9721181966290613,-0.23449138957040985,119.58042061678891,71.34475904278071,105.03926334356308
2019-04-16,24.325,61.5,13.95,4.425,14.370000000000001,80.82552594124203,1.456,106,4,1,0.9679377830240642,-0.25119006388481935,119.66013020908488,113.5128507564793,100.3696455128149
2019-04-17,19.575,84.25,10.85,21.099999999999998,9.865,104.51517776748959,1.452,107,4,2,0.9634705485641488,-0.2678143051621742,80.82552594124203,78.36129616807334,104.10591431273151
2019-04-18,20.95,74.75,6.325,1.525,21.535,141.64069056581747,1.471,108,4,3,0.9587178169872964,-0.2843591872810034,104.51517776748959,92.75164701408117,111.09006339155097
2019-04-19,23.025,62.5,7.55,0.0,24.1525,116.8495598464655,1.499,109,4,4,0.9536809966304457,-0.30081980763566735,141.64069056581747,72.52547912968588,117.42207492251949
2019-04-20,24.9,57.0,5.85,0.0,23.2925,100.86703816914577,1.633,110,4,5,0.9483615800121715,-0.3171912885891061,116.8495598464655,138.88301951074803,111.99122044514775
2019-04-21,26.225,54.75,6.675,0.475,22.1625,131.35521933289806,1.49,111,4,6,0.9427611433904207,-0.3334687789181868,100.86703816914577,119.58042061678891,113.67333454744903
2019-04-22,27.95,49.25,7.45,0.0,24.1075,111.80845079196123,1.764,112,4,0,0.9368813462954315,-0.3496474552512284,131.35521933289806,119.66013020908488,112.55166605928852
2019-04-23,29.25,47.5,7.699999999999999,0.025,22.8625,104.10395812041156,1.954,113,4,1,0.9307239310379795,-0.36572252349726897,111.80845079196123,80.82552594124203,115.87715637059844
2019-04-24,29.55,44.75,10.05,0.1,22.285,82.93750420252054,1.614,114,4,2,0.9242907221930933,-0.3816892202666588,104.10395812041156,104.51517776748959,112.79463157560288
2019-04-25,28.9,48.25,7.8500000000000005,0.275,20.752499999999998,126.41301555958061,1.755,115,4,3,0.9175836260593937,-0.39754281428255595,82.93750420252054,141.64069056581747,110.61924943185475
2019-04-26,29.525,41.75,10.149999999999999,0.0,23.36,89.04277482748876,1.76,116,4,4,0.9106046300942162,-0.4132786077829042,126.41301555958061,116.8495598464655,106.64685157200094
2019-04-27,29.525,34.25,12.85,0.0,25.1125,75.1547188576136,1.771,117,4,5,0.9033558023246845,-0.4288919379124835,89.04277482748876,100.86703816914577,102.9736630989249
2019-04-28,29.95,31.5,12.399999999999999,0.0,25.065,70.11844793942633,1.83,118,4,6,0.895839290734909,-0.4443781781046132,75.1547188576136,131.35521933289806,94.22555289985753
2019-04-29,30.175,30.0,8.7,0.0,25.095,79.61317141290526,1.955,119,4,0,0.8880573226294932,-0.45973273945210397,70.11844793942633,111.80845079196123,89.62622727427811
2019-04-30,30.674999999999997,28.0,12.95,0.0,22.177500000000002,95.28413834079257,1.95,120,4,1,0.8800122039735357,-0.47495107206704995,79.61317141290526,104.10395812041156,88.36625302004681
2019-05-01,30.5,29.25,10.6,0.0,22.884999999999998,66.84480850427948,2.062,121,5,2,0.8717063187093218,-0.4900286664290592,95.28413834079257,82.93750420252054,86.06729649172667
2019-05-02,29.2,33.75,9.85,0.0,20.005,94.05101645150167,2.193,122,5,3,0.8631421280499114,-0.5049610547215204,66.84480850427948,126.41301555958061,81.4441537620011
2019-05-03,28.55,33.75,8.725000000000001,0.0,23.295,130.66814046718775,2.14,123,5,4,0.854322169749827,-0.5197438121555155,94.05101645150167,89.04277482748876,87.39063456767238
2019-05-04,28.475,28.5,10.725,0.0,25.4575,62.09977537427443,2.565,124,5,5,0.8452490573530633,-0.5343725582809786,130.66814046718775,75.1547188576136,85.52564264148107
2019-05-05,28.85,28.5,8.75,0.0,24.2825,57.376655118463155,2.12,125,5,6,0.8359254794186372,-0.548842958284719,62.09977537427443,70.11844793942633,83.70538652420062
2019-05-06,30.174999999999997,25.75,8.275,0.0,25.48,68.97215119847286,2.302,126,5,0,0.8263541987239096,-0.5631507242749186,57.376655118463155,79.61317141290526,82.1852407792817
2019-05-07,30.225,25.25,8.075,0.0,24.52,92.02177201423514,2.188,127,5,1,0.8165380514459161,-0.5772916165517272,68.97215119847286,95.28413834079257,81.71918844691636
2019-05-08,31.625,24.5,7.9,0.0,24.625,111.73557285504906,2.358,128,5,2,0.8064799463209448,-0.5912614448635781,92.02177201423514,66.84480850427948,88.13215478274059
2019-05-09,32.275,23.75,9.4,0.0,24.669999999999998,68.07668245720767,2.21,129,5,3,0.7961828637826158,-0.6050560696488488,111.73557285504906,94.05101645150167,84.42153564069858
2019-05-10,31.95,26.0,9.975,0.0,20.8,95.80865974775253,2.444,130,5,4,0.7856498550787147,-0.6186714032625031,68.07668245720767,130.66814046718775,79.44160982363641
2019-05-11,29.725,37.0,8.075,0.22499999999999998,20.3675,77.72302209371769,2.556,131,5,5,0.7748840413670407,-0.6321034111873487,95.80865974775253,62.09977537427443,81.6735022121283
2019-05-12,29.5,40.5,8.45,0.0,22.825,86.86455840917462,2.213,132,5,6,0.7638886127905428,-0.6453481132295501,77.72302209371769,57.376655118463155,85.88605982508707
2019-05-13,30.1,39.25,7.575,0.025,19.810000000000002,104.91966485818595,2.224,133,5,0,0.7526668275320085,-0.6584015846980488,86.86455840917462,68.97215119847286,91.02141891933181
2019-05-14,28.175,49.0,7.6000000000000005,0.1,22.3425,124.55908635209211,2.167,134,5,1,0.7412220108485958,-0.6712599575675313,104.91966485818595,92.02177201423514,95.6696066818828
2019-05-15,28.175,50.5,8.225,0.475,19.97,140.513047713023,2.136,135,5,2,0.7295575540864875,-0.6839194216246106,124.55908635209211,111.73557285504906,99.78067451873622
2019-05-16,27.45,55.25,6.475,0.55,22.0125,114.06077416383647,2.185,136,5,3,0.717676913675962,-0.6963762255968722,140.513047713023,68.07668245720767,106.34983047682606
2019-05-17,25.525,65.75,7.75,11.125,12.7,116.14380622550522,2.256,137,5,4,0.705583610107178,-0.7086266782644596,114.06077416383647,95.80865974775253,109.2548514022193
2019-05-18,26.95,59.5,9.2,0.3,23.14,107.9277466430968,2.138,138,5,5,0.6932812268869777,-0.7206671495538609,116.14380622550522,77.72302209371769,113.5698120521306
2019-05-19,29.45,44.75,7.625,0.0,23.52,101.70465790775982,1.971,139,5,6,0.6807734094770161,-0.7324940716135789,107.9277466430968,86.86455840917462,115.68982626621421
2019-05-20,30.325,38.0,9.975,0.0,21.775,100.52838547693376,1.916,140,5,0,0.6680638642135335,-0.7441039398713607,101.70465790775982,104.91966485818595,115.06250064032103
2019-05-21,31.2,34.25,8.275,0.0,24.2025,90.19222341337836,2.043,141,5,1,0.6551563572090853,-0.7554933140726803,100.52838547693376,124.55908635209211,110.15294879193335
2019-05-22,31.75,33.25,8.2,0.0,22.1225,132.68456043664867,1.857,142,5,2,0.6420547132365637,-0.766658819300159,90.19222341337836,140.513047713023,109.03459346673701
2019-05-23,30.875,40.0,8.125,0.15,18.1075,96.62634419719483,1.76,143,5,3,0.6287628145958344,-0.7775971469736269,132.68456043664867,114.06077416383647,106.54396061435965
2019-05-24,28.375,50.5,7.875,0.175,20.6225,82.19460133471352,1.801,144,5,4,0.6152845999633276,-0.7883050558305255,96.62634419719483,116.14380622550522,101.6940742013894
2019-05-25,28.6,48.0,10.325,0.0,23.880000000000003,90.05965997474603,2.109,145,5,5,0.6016240632249226,-0.7987793728863649,82.19460133471352,107.9277466430968,99.14149039162498
2019-05-26,30.125,39.5,9.425,0.0,24.302500000000002,104.94086409000202,1.747,146,5,6,0.5877852522924732,-0.8090169943749473,90.05965997474603,101.70465790775982,99.60380556051673
2019-05-27,31.125,32.5,9.625,0.0,25.064999999999998,67.40760172015297,1.635,147,5,0,0.5737722679043246,-0.8190148866680801,104.94086409000202,100.52838547693376,94.87226502383376
2019-05-28,32.1,24.75,9.7,0.0,25.314999999999998,52.80778925285188,1.545,148,5,1,0.5595892624101765,-0.8287700871745038,67.40760172015297,90.19222341337836,89.53163157232999
2019-05-29,33.3,27.0,9.425,0.0,23.8225,63.96634627157926,1.749,149,5,2,0.545240438540651,-0.8382797052177744,52.80778925285188,132.68456043664867,79.71474383446294
2019-05-30,34.125,24.0,7.9,0.0,24.7225,104.54830823686402,1.537,150,5,3,0.5307300481619334,-0.8475409228928311,63.96634627157926,96.62634419719483,80.8464529829871
2019-05-31,34.900000000000006,24.0,7.925000000000001,0.0,24.6,111.53388802359494,1.794,151,5,4,0.5160623910158528,-0.8565509959010036,104.54830823686402,82.19460133471352,85.03777965282731
2019-06-01,34.8,27.0,9.1,0.0,23.5375,66.31935063238802,1.444,152,6,5,0.5012418134457758,-0.865307254363206,111.53388802359494,90.05965997474603,81.6463068896333
2019-06-02,33.975,36.25,9.95,0.0,23.0675,109.25954490163372,1.888,153,6,6,0.48627270710868997,-0.8738071036110808,66.31935063238802,104.94086409000202,82.26326129129497
2019-06-03,33.75,40.5,13.975,0.725,22.665,83.80527046479233,1.37,154,6,0,0.4711595076738638,-0.8820480249558537,109.25954490163372,67.40760172015297,84.60578539767202
