date,temperature,humidity,wind_speed,precipitation,solar_radiation
2019-02-04,12.925,78.5,6.45,0.0,13.4475
2019-02-05,14.25,78.75,5.3,0.375,11.61
2019-02-06,14.725,80.5,10.5,8.850000000000001,12.285
2019-02-07,13.325,87.5,13.825,29.1,7.7675
2019-02-08,11.4,78.0,8.25,2.125,15.3125
2019-02-09,11.35,75.25,9.425,0.0,16.0025
2019-02-10,11.725,72.75,7.074999999999999,0.0,14.54
2019-02-11,13.05,74.5,6.699999999999999,0.075,14.157499999999999
2019-02-12,14.075,78.25,5.6,0.1,11.065
2019-02-13,14.85,80.5,5.575,0.0,12.8275
2019-02-14,14.8,88.0,9.65,16.375,8.805
2019-02-15,14.775,86.75,7.15,1.8,11.2875
2019-02-16,13.9,86.25,6.5,0.15000000000000002,12.51
2019-02-17,13.45,76.0,8.35,0.65,12.825
2019-02-18,13.7,79.25,8.775,3.9,11.7675
2019-02-19,14.575,79.75,7.299999999999999,1.875,15.1825
2019-02-20,15.925,81.75,12.2,5.85,8.4925
2019-02-21,16.825,84.0,13.575,13.175,9.86
2019-02-22,14.85,78.5,9.375,0.5,16.892500000000002
2019-02-23,13.350000000000001,73.0,9.925,0.0,17.975
2019-02-24,13.524999999999999,70.5,7.075,0.0,18.11
2019-02-25,13.725,69.5,6.875,0.425,16.18
2019-02-26,13.225000000000001,76.0,9.525,3.0500000000000003,13.6775
2019-02-27,11.8,81.0,6.6,2.875,14.690000000000001
2019-02-28,12.025,74.25,6.65,0.0,17.89
2019-03-01,13.6,67.25,8.4,0.025,17.6175
2019-03-02,13.899999999999999,77.75,8.05,6.175,5.555
2019-03-03,14.575,82.5,7.375,1.25,13.0925
2019-03-04,14.8,83.25,7.375,1.875,16.8775
2019-03-05,14.95,76.75,7.325,0.07500000000000001,17.67
2019-03-06,15.75,68.5,8.075,0.0,19.072499999999998
2019-03-07,16.125,63.75,7.0249999999999995,0.0,19.34
2019-03-08,15.175,71.0,7.75,1.075,11.6
2019-03-09,15.675,68.75,8.9,0.0,20.0475
2019-03-10,16.35,61.75,7.225,0.0,20.5075
2019-03-11,16.1,72.75,12.65,7.25,10.4375
2019-03-12,16.225,70.25,8.375,0.0,20.77
2019-03-13,15.75,71.5,6.125,0.15000000000000002,12.4125
2019-03-14,15.85,73.0,7.225,0.675,16.384999999999998
2019-03-15,16.075,70.25,8.325,0.0,20.9875
2019-03-16,17.075,63.0,7.65,0.0,18.2025
2019-03-17,18.675,57.75,7.275,0.0,20.49
2019-03-18,19.4,59.75,6.4,0.0,19.119999999999997
2019-03-19,20.35,59.25,7.15,0.0,20.375
2019-03-20,20.35,57.75,12.475,0.95,19.6525
2019-03-21,19.875,56.25,7.975,0.0,21.4275
2019-03-22,19.625,51.0,11.45,0.0,22.245
2019-03-23,19.4,55.0,12.65,0.1,19.7875
2019-03-24,19.425,65.75,10.15,0.25,15.6675
2019-03-25,19.675,68.0,7.925000000000001,0.05,16.8075
2019-03-26,20.7,61.75,8.325,0.0,22.5075
2019-03-27,22.725,61.25,6.925,0.0,20.9925
2019-03-28,24.55,60.0,7.125,0.0,21.7625
2019-03-29,25.3,58.5,8.2,0.0,20.8175
2019-03-30,25.0,54.0,9.225,0.0,19.7575
2019-03-31,23.9,42.75,12.825000000000001,0.0,23.5375
2019-04-01,23.55,39.5,11.075,0.0,23.7
2019-04-02,24.0,42.25,6.5,0.0,23.6025
2019-04-03,25.075,45.5,8.025,0.0,23.1125
2019-04-04,26.55,50.0,6.925,0.0,22.91
2019-04-05,26.5,56.75,6.3,0.4,21.182499999999997
2019-04-06,26.225,58.5,8.5,0.15,20.432499999999997
2019-04-07,27.025,49.75,6.9,0.0,22.155
2019-04-08,25.175,58.25,10.875,2.3000000000000003,19.517500000000002
2019-04-09,26.125,52.5,5.8,0.0,23.4975
2019-04-10,27.9,45.25,9.725,0.0,20.7825
2019-04-11,27.45,43.0,9.575,0.0,22.567500000000003
2019-04-12,27.15,45.5,10.725,0.0,20.305
2019-04-13,26.675,51.75,11.1,0.025,19.1225
2019-04-14,27.25,50.0,11.625,0.0,22.435
2019-04-15,28.7,42.75,10.05,0.0,23.1725
2019-04-16,24.325,61.5,13.95,4.425,14.370000000000001
2019-04-17,19.575,84.25,10.85,21.099999999999998,9.865
2019-04-18,20.95,74.75,6.325,1.525,21.535
2019-04-19,23.025,62.5,7.55,0.0,24.1525
2019-04-20,24.9,57.0,5.85,0.0,23.2925
2019-04-21,26.225,54.75,6.675,0.475,22.1625
2019-04-22,27.95,49.25,7.45,0.0,24.1075
2019-04-23,29.25,47.5,7.699999999999999,0.025,22.8625
2019-04-24,29.55,44.75,10.05,0.1,22.285
2019-04-25,28.9,48.25,7.8500000000000005,0.275,20.752499999999998
2019-04-26,29.525,41.75,10.149999999999999,0.0,23.36
2019-04-27,29.525,34.25,12.85,0.0,25.1125
2019-04-28,29.95,31.5,12.399999999999999,0.0,25.065
2019-04-29,30.175,30.0,8.7,0.0,25.095
2019-04-30,30.674999999999997,28.0,12.95,0.0,22.177500000000002
2019-05-01,30.5,29.25,10.6,0.0,22.884999999999998
2019-05-02,29.2,33.75,9.85,0.0,20.005
2019-05-03,28.55,33.75,8.725000000000001,0.0,23.295
2019-05-04,28.475,28.5,10.725,0.0,25.4575
2019-05-05,28.85,28.5,8.75,0.0,24.2825
2019-05-06,30.174999999999997,25.75,8.275,0.0,25.48
2019-05-07,30.225,25.25,8.075,0.0,24.52
2019-05-08,31.625,24.5,7.9,0.0,24.625
2019-05-09,32.275,23.75,9.4,0.0,24.669999999999998
2019-05-10,31.95,26.0,9.975,0.0,20.8
2019-05-11,29.725,37.0,8.075,0.22499999999999998,20.3675
2019-05-12,29.5,40.5,8.45,0.0,22.825
2019-05-13,30.1,39.25,7.575,0.025,19.810000000000002
2019-05-14,28.175,49.0,7.6000000000000005,0.1,22.3425
2019-05-15,28.175,50.5,8.225,0.475,19.97
2019-05-16,27.45,55.25,6.475,0.55,22.0125
2019-05-17,25.525,65.75,7.75,11.125,12.7
2019-05-18,26.95,59.5,9.2,0.3,23.14
2019-05-19,29.45,44.75,7.625,0.0,23.52
2019-05-20,30.325,38.0,9.975,0.0,21.775
2019-05-21,31.2,34.25,8.275,0.0,24.2025
2019-05-22,31.75,33.25,8.2,0.0,22.1225
2019-05-23,30.875,40.0,8.125,0.15,18.1075
2019-05-24,28.375,50.5,7.875,0.175,20.6225
2019-05-25,28.6,48.0,10.325,0.0,23.880000000000003
2019-05-26,30.125,39.5,9.425,0.0,24.302500000000002
2019-05-27,31.125,32.5,9.625,0.0,25.064999999999998
2019-05-28,32.1,24.75,9.7,0.0,25.314999999999998
2019-05-29,33.3,27.0,9.425,0.0,23.8225
2019-05-30,34.125,24.0,7.9,0.0,24.7225
2019-05-31,34.900000000000006,24.0,7.925000000000001,0.0,24.6
2019-06-01,34.8,27.0,9.1,0.0,23.5375
2019-06-02,33.975,36.25,9.95,0.0,23.0675
2019-06-03,33.75,40.5,13.975,0.725,22.665
2019-06-04,33.525,43.0,14.05,0.125,21.6875
2019-06-05,34.75,33.0,7.875,0.0,22.7175
2019-06-06,33.85,26.25,9.575,0.0,21.5725
2019-06-07,32.75,34.0,7.5,0.0,23.807499999999997
2019-06-08,33.75,29.5,8.575,0.0,22.88
2019-06-09,34.6,27.75,7.35,0.0,23.3475
2019-06-10,35.375,27.25,7.15,0.0,24.335
2019-06-11,35.55,26.75,8.925,0.0,22.509999999999998
2019-06-12,34.725,32.5,14.475,0.325,20.105
2019-06-13,34.45,35.25,8.275,0.0,22.6475
2019-06-14,34.225,24.75,9.75,0.0,24.9025
2019-06-15,34.8,26.75,10.4,0.05,21.5775
2019-06-16,32.85,42.5,11.825,0.275,19.675
2019-06-17,31.675,53.5,10.9,0.55,20.725
2019-06-18,28.8,62.75,8.325,2.15,18.3
2019-06-19,31.5,52.75,5.225,0.0,22.932499999999997
2019-06-20,31.450000000000003,50.75,7.85,0.05,20.8325
2019-06-21,31.325,51.75,7.15,0.0,22.075
2019-06-22,33.2,43.0,6.3500000000000005,0.0,23.502499999999998
2019-06-23,33.775,45.75,9.75,0.0,22.255
2019-06-24,30.775,62.5,11.025,2.65,17.4825
2019-06-25,31.325,62.25,6.85,0.525,19.865000000000002
2019-06-26,33.8,47.5,8.875,0.0,22.71
2019-06-27,33.675,43.25,9.1,0.0,22.9575
2019-06-28,34.25,44.25,9.25,0.0,23.06
2019-06-29,34.875,42.5,8.45,0.0,22.8525
2019-06-30,34.349999999999994,43.75,7.15,0.0,22.1275
2019-07-01,34.2,47.0,8.375,0.0,21.9925
2019-07-02,34.475,45.25,6.35,0.0,22.7675
2019-07-03,34.75,48.75,6.95,0.0,21.285
2019-07-04,33.6,57.75,8.75,1.1,19.445
2019-07-05,32.175,65.0,7.475,1.525,20.7425
2019-07-06,31.8,68.5,7.65,3.4,19.947499999999998
2019-07-07,31.325,69.75,5.825,6.4,20.6025
2019-07-08,32.45,65.75,7.525,0.725,21.19
2019-07-09,30.65,74.25,11.025,7.2,18.0925
2019-07-10,30.5,75.75,8.175,1.5750000000000002,17.7125
2019-07-11,31.325000000000003,74.0,8.05,7.375,19.37
2019-07-12,30.400000000000002,76.25,10.125,12.1,18.13
2019-07-13,29.475,75.5,9.175,5.9,15.715
2019-07-14,27.675,82.5,9.325,15.649999999999999,14.1025
2019-07-15,27.65,82.25,8.625,10.65,17.5375
2019-07-16,26.15,87.0,10.575,16.225,12.2675
2019-07-17,26.725,83.25,6.4,8.525,14.8975
2019-07-18,28.225,80.5,6.35,2.775,19.03
2019-07-19,28.325,82.25,6.5,6.8500000000000005,19.2175
2019-07-20,28.925,82.5,6.1499999999999995,9.225,20.2225
2019-07-21,29.4,83.75,7.175,4.7,18.895
2019-07-22,30.025,81.5,5.775,4.4,18.5275
2019-07-23,31.0,77.0,4.65,0.9750000000000001,21.47
2019-07-24,31.75,74.25,6.225,1.975,21.645
2019-07-25,28.025,85.75,11.95,19.875,12.7475
2019-07-26,27.775,86.5,8.6,10.925,13.285
2019-07-27,27.05,89.75,10.25,11.475,10.032499999999999
2019-07-28,28.25,85.5,9.7,5.125,16.21
2019-07-29,29.625,80.25,7.85,0.7,20.3325
2019-07-30,29.525,82.0,7.65,2.325,19.099999999999998
2019-07-31,27.95,84.25,9.975,5.6,12.4875
2019-08-01,28.5,84.0,7.775,6.075,16.685000000000002
2019-08-02,27.025,91.0,5.975,40.05,8.42
2019-08-03,28.1,87.0,6.625,4.25,16.085
2019-08-04,29.35,84.75,4.225,1.575,19.8
2019-08-05,30.125,83.75,4.6,2.5,19.0475
2019-08-06,29.075000000000003,86.25,9.375,4.8,16.805
2019-08-07,29.125,83.0,6.75,1.0750000000000002,17.634999999999998
2019-08-08,30.025,78.75,5.425,0.275,18.415
2019-08-09,28.95,83.0,9.925,5.05,15.357499999999998
2019-08-10,28.85,81.25,12.325,5.1499999999999995,16.5125
2019-08-11,29.725,80.0,6.300000000000001,4.375,19.355
2019-08-12,29.45,85.0,4.875,4.3,15.8575
2019-08-13,29.225,84.5,6.75,9.5,16.5225
2019-08-14,28.625,87.0,7.8,8.725,15.4975
2019-08-15,28.675,86.75,6.125,2.775,15.555
2019-08-16,28.525,84.5,7.35,6.4,17.009999999999998
2019-08-17,26.2,91.75,11.55,52.775,5.6675
2019-08-18,26.725,83.75,8.725,30.075,18.5825
2019-08-19,27.0,84.5,7.449999999999999,22.349999999999998,17.302500000000002
2019-08-20,28.325,79.25,6.550000000000001,0.2,22.91
2019-08-21,29.175,76.75,6.225,0.0,23.0175
2019-08-22,29.4,78.25,5.375,0.3,21.6075
2019-08-23,29.6,80.0,5.0,0.5,21.2675
2019-08-24,29.9,79.25,5.025,2.075,19.259999999999998
2019-08-25,28.75,83.0,10.0,0.7999999999999999,16.634999999999998
2019-08-26,29.0,79.75,6.8999999999999995,0.2,16.72
2019-08-27,29.900000000000002,78.5,4.95,0.275,20.2475
2019-08-28,30.925,76.0,4.6,0.2,20.33
2019-08-29,30.725,78.5,6.375,0.975,18.58
2019-08-30,29.925,80.75,6.7,6.275,18.5225
2019-08-31,30.325,80.5,4.65,3.0500000000000003,18.560000000000002
2019-09-01,28.9,85.0,7.95,8.2,16.23
2019-09-02,29.2,82.0,5.75,1.1,18.6675
2019-09-03,30.3,78.25,4.3,0.15000000000000002,20.1575
2019-09-04,30.3,79.0,7.0,1.2,18.877499999999998
2019-09-05,29.075,82.75,9.25,6.625,17.1875
2019-09-06,29.575,81.0,6.6,1.4000000000000001,19.049999999999997
2019-09-07,29.924999999999997,79.0,7.049999999999999,0.675,19.185000000000002
2019-09-08,29.9,78.5,6.45,0.4,19.14
2019-09-09,30.425,75.75,5.8,0.2,20.2425
2019-09-10,31.025,74.25,5.95,0.175,20.305
2019-09-11,31.7,73.25,7.15,0.025,20.5825
2019-09-12,31.6,73.25,9.5,0.225,19.375
2019-09-13,30.725,74.5,9.175,0.07500000000000001,18.93
2019-09-14,30.25,75.25,7.875,1.95,17.880000000000003
2019-09-15,30.025,74.0,7.074999999999999,0.35,18.855
2019-09-16,29.8,74.0,6.6,0.825,18.8575
2019-09-17,29.725,72.75,7.15,0.9999999999999999,18.384999999999998
2019-09-18,29.1,73.25,10.225,1.25,17.207500000000003
2019-09-19,28.375,72.0,12.325,1.2,16.53
2019-09-20,28.075,72.75,6.925,0.525,18.405
2019-09-21,28.025,73.5,5.15,4.25,18.0425
2019-09-22,28.0,73.25,8.2,1.575,18.2575
2019-09-23,28.0,71.5,6.175,0.2,18.555
2019-09-24,28.575,69.0,5.75,0.2,17.9375
2019-09-25,28.8,72.25,7.25,0.45,17.0075
2019-09-26,28.4,73.25,7.65,1.8,16.377499999999998
2019-09-27,27.425,76.75,7.275,3.1,14.1175
2019-09-28,26.75,78.75,7.625,5.35,15.6625
2019-09-29,25.575,78.0,10.15,1.7750000000000001,13.225
2019-09-30,25.05,81.25,6.55,12.000000000000002,15.1725
2019-10-01,25.175,79.5,7.175,0.875,14.9575
2019-10-02,26.025,75.75,6.025,0.07500000000000001,17.585
2019-10-03,25.575,75.75,6.35,3.175,16.0975
2019-10-04,24.225,76.75,7.1,2.65,14.805
2019-10-05,24.75,69.75,8.55,0.0,18.42
2019-10-06,24.875,68.25,8.075,0.0,14.7775
2019-10-07,25.5,62.0,9.55,0.05,16.705
2019-10-08,24.6,62.5,6.475,0.0,18.185
2019-10-09,24.55,66.5,5.7,0.0,16.4975
2019-10-10,25.125,66.75,5.325,0.0,17.2775
2019-10-11,25.5,65.0,5.9,0.0,16.9875
2019-10-12,25.85,65.0,5.95,0.0,16.6
2019-10-13,25.8,65.75,5.95,0.0,16.5
2019-10-14,26.175,65.5,5.525,0.0,16.495
2019-10-15,26.275,67.25,5.7,0.0,16.4925
2019-10-16,26.125,69.75,5.925,0.0,15.8675
2019-10-17,25.125,72.0,7.3,2.825,14.705
2019-10-18,23.5,73.5,9.225,5.475,12.2425
2019-10-19,24.05,61.0,7.949999999999999,0.0,16.26
2019-10-20,23.375,60.25,7.9,0.0,15.88
2019-10-21,22.775,62.75,7.975,0.0,16.475
2019-10-22,23.225,58.75,9.125,0.0,16.5975
2019-10-23,23.575,61.5,7.125,0.0,15.865
2019-10-24,23.6,63.75,6.5249999999999995,0.0,15.3125
2019-10-25,23.625,65.5,5.425,0.0,15.015
2019-10-26,23.1,68.25,5.775,0.0,15.3725
2019-10-27,23.1,64.0,8.325,0.0,15.67
2019-10-28,23.35,68.75,6.8,0.0,15.2425
2019-10-29,24.025,68.0,5.475,0.0,14.39
2019-10-30,24.05,70.25,6.25,0.0,14.4625
2019-10-31,23.924999999999997,69.5,6.25,0.0,14.71
2019-11-01,23.275,70.0,6.525,0.0,10.33
2019-11-02,22.025,77.0,7.35,0.35000000000000003,8.705
2019-11-03,21.75,76.25,6.85,1.1500000000000001,12.9425
2019-11-04,21.975,68.0,9.025,0.0,14.2475
2019-11-05,22.025,63.0,8.775,0.0,14.5125
2019-11-06,22.25,58.75,9.15,0.47500000000000003,12.337499999999999
2019-11-07,19.425,75.75,13.95,17.15,8.9025
2019-11-08,19.0,74.25,8.775,7.35,12.8775
2019-11-09,18.775,66.5,8.7,0.0,14.2575
2019-11-10,17.925,64.5,7.025,0.0,14.15
2019-11-11,17.975,63.25,6.550000000000001,0.0,10.68
2019-11-12,18.25,69.25,6.65,0.0,11.8725
2019-11-13,18.6,75.0,6.5,0.0,9.545
2019-11-14,18.925,80.75,7.15,1.025,5.672499999999999
2019-11-15,20.075,74.25,8.55,0.75,9.8125
2019-11-16,20.125,71.5,9.725,0.0,11.1775
2019-11-17,19.325,71.0,11.25,0.0,13.192499999999999
2019-11-18,18.125,71.5,8.075,0.0,13.1375
2019-11-19,17.675,69.25,6.75,0.0,12.442499999999999
2019-11-20,17.125,73.0,4.925,0.0,11.59
2019-11-21,16.8,78.0,5.4,0.0,9.215
2019-11-22,17.425,78.25,6.525,0.0,7.3575
2019-11-23,18.65,70.0,8.575,0.025,10.41
2019-11-24,17.925,70.75,6.5,0.0,12.065
2019-11-25,17.325,67.0,5.3,0.0,12.2
2019-11-26,17.35,74.5,6.575,1.2000000000000002,8.4025
2019-11-27,16.925,83.25,6.6499999999999995,9.1,7.8875
2019-11-28,16.925,85.0,8.125,9.95,9.0225
2019-11-29,16.2,83.0,6.575,0.42500000000000004,10.725000000000001
2019-11-30,15.375,80.25,6.725,0.0,11.9875
2019-12-01,15.024999999999999,71.0,7.5,0.0,12.209999999999999
2019-12-02,14.6,69.25,8.075,0.0,12.2625
2019-12-03,14.125,69.5,7.775,0.0,12.432500000000001
2019-12-04,13.75,75.0,5.275,0.0,11.8425
2019-12-05,13.425,79.25,5.8,0.0,12.035
2019-12-06,13.75,81.0,7.025,0.0,11.787500000000001
2019-12-07,14.25,77.75,6.025,0.0,11.855
2019-12-08,14.25,73.0,5.75,0.0,12.03
2019-12-09,13.8,76.0,5.25,0.1,9.5975
2019-12-10,13.225,79.0,6.125,0.0,10.525
2019-12-11,13.6,79.25,5.1,0.0,9.942499999999999
2019-12-12,13.825,87.25,9.675,18.975,3.8375
2019-12-13,13.075,88.0,10.0,26.55,6.455
2019-12-14,12.4,84.5,6.05,0.42500000000000004,8.9
2019-12-15,12.025,84.0,7.574999999999999,0.07500000000000001,11.489999999999998
2019-12-16,11.675,83.0,8.7,0.0,11.59
2019-12-17,11.3,82.5,8.125,0.0,11.684999999999999
2019-12-18,10.5,81.75,6.625,0.0,11.495000000000001
2019-12-19,10.05,88.0,4.55,0.25,9.5775
2019-12-20,11.25,88.0,6.35,1.2,9.085
2019-12-21,11.3,89.0,7.55,0.0,10.8025
2019-12-22,10.8,90.5,8.0,0.0,10.32
2019-12-23,10.025,88.5,6.525,0.0,10.7875
2019-12-24,8.575,91.75,5.075,0.025,8.1
2019-12-25,8.075,90.0,7.375,0.0,8.997499999999999
2019-12-26,7.5,89.0,6.85,0.0,10.0825
2019-12-27,6.0,91.5,4.699999999999999,0.0,9.46
2019-12-28,5.925,91.5,4.575,0.0,8.65
2019-12-29,6.2,90.75,4.825,0.0,9.495000000000001
2019-12-30,5.9,93.0,4.675,0.0,8.41
2019-12-31,6.625,89.0,6.75,0.0,8.932500000000001
2020-01-01,7.699999999999999,86.5,5.825,0.0,10.35
2020-01-02,10.325,84.5,6.975,0.0,9.86
2020-01-03,11.675,82.0,5.8,0.0,11.622499999999999
2020-01-04,11.525,81.0,5.175,0.425,10.98
2020-01-05,11.5,80.75,6.574999999999999,0.725,9.265
2020-01-06,11.15,90.0,7.699999999999999,11.95,1.81
2020-01-07,11.95,93.5,6.5,12.6,3.555
2020-01-08,10.675,88.25,7.3,5.225,8.225000000000001
2020-01-09,8.675,84.5,7.949999999999999,0.0,12.245000000000001
2020-01-10,9.025,78.5,10.35,0.0,12.8975
2020-01-11,10.0,77.25,7.55,0.0,9.315000000000001
2020-01-12,12.05,75.25,6.45,0.025,8.82
2020-01-13,11.825,87.75,10.875,19.075,3.55
2020-01-14,9.8,88.75,6.675000000000001,0.0,10.217500000000001
2020-01-15,9.25,83.0,6.55,0.0,12.925
2020-01-16,9.75,86.25,5.95,0.225,10.2475
2020-01-17,10.725,86.5,4.85,0.175,11.5475
2020-01-18,10.925,85.5,5.625,0.125,10.89
2020-01-19,10.3,88.25,6.75,0.0,12.3275
2020-01-20,11.525,79.25,6.675,0.2,10.5975
2020-01-21,12.15,79.0,7.574999999999999,0.525,12.285
2020-01-22,11.175,77.0,9.45,0.0,13.5275
2020-01-23,10.625,73.25,11.7,0.0,14.0125
2020-01-24,10.625,70.25,10.775,0.0,14.0325
2020-01-25,11.15,79.75,5.3,1.05,9.795
2020-01-26,11.675,82.75,6.075,0.0,13.3725
2020-01-27,11.524999999999999,85.25,7.675,1.65,6.845
2020-01-28,12.575,88.25,12.075,15.35,6.575
2020-01-29,11.975,88.0,8.15,2.4250000000000003,11.5225
2020-01-30,10.8,84.5,8.575,0.0,13.9825
2020-01-31,10.625,81.75,6.875,0.025,14.01
2020-02-01,10.4,82.5,5.95,0.075,13.77
2020-02-02,11.075,81.5,7.975,0.0,14.79
2020-02-03,10.875,80.0,6.875,0.0,14.7625
2020-02-04,10.65,81.5,7.725,0.65,11.5775
2020-02-05,10.425,81.0,8.65,0.0,15.2575
2020-02-06,10.825,75.0,5.95,0.1,15.3175
2020-02-07,11.3,75.75,6.1,0.0,15.4375
2020-02-08,11.95,75.75,7.05,0.0,15.7225
2020-02-09,12.25,76.5,6.15,0.0,15.837499999999999
2020-02-10,12.65,75.25,7.425,0.0,15.8025
2020-02-11,12.975,77.0,6.8,0.0,15.37
2020-02-12,15.025,73.0,10.825,0.0,15.08
2020-02-13,16.775,70.0,12.125,0.0,15.615
2020-02-14,15.850000000000001,67.25,13.275,0.0,16.6675
2020-02-15,15.5,55.5,11.175,0.0,17.055
2020-02-16,15.9,64.25,6.925,0.0,17.035
2020-02-17,15.575,64.25,9.65,0.0,17.4925
2020-02-18,15.525,60.75,9.025,0.0,17.5625
2020-02-19,16.775,64.75,16.225,0.025,13.445
2020-02-20,18.175,70.5,17.95,11.325000000000001,13.175
2020-02-21,15.799999999999999,81.0,11.675,5.1,12.99
2020-02-22,16.35,78.0,7.425,0.0,17.0
2020-02-23,17.025,77.75,7.175,0.05,16.7975
2020-02-24,17.3,73.75,7.05,0.0,17.2575
2020-02-25,17.45,70.75,6.65,0.0,17.3675
2020-02-26,17.975,73.5,5.075,0.0,17.8125
2020-02-27,18.475,78.75,6.95,0.0,16.595
2020-02-28,19.325,78.5,14.35,1.2,15.84
2020-02-29,18.25,80.75,15.35,12.575,12.252500000000001
2020-03-01,17.825,80.0,6.949999999999999,1.2249999999999999,17.1875
2020-03-02,18.225,76.5,5.6,0.1,17.2975
2020-03-03,18.15,72.5,6.925,0.0,19.1575
2020-03-04,18.675,69.5,5.275,0.225,18.375
2020-03-05,16.975,80.0,13.325,7.85,13.67
2020-03-06,15.0,87.25,16.25,27.0,6.862500000000001
2020-03-07,14.4,86.75,12.4,6.5249999999999995,11.835
2020-03-08,15.75,79.75,7.425,0.025,19.6125
2020-03-09,15.55,71.75,11.7,0.0,20.8575
2020-03-10,15.8,70.0,5.675,0.0,20.5025
2020-03-11,15.825,79.5,13.3,16.375,9.275
2020-03-12,16.925,81.0,16.975,14.049999999999999,17.495
2020-03-13,15.875,80.0,12.925,8.05,17.965
2020-03-14,14.075,86.75,7.0,7.825,14.2625
2020-03-15,15.125,81.5,6.425,0.05,19.595
2020-03-16,16.95,76.75,8.325,0.0,18.965
2020-03-17,18.275,74.0,8.725,0.0,21.1875
2020-03-18,19.225,75.75,8.175,0.65,19.255
2020-03-19,19.625,73.5,6.45,0.025,19.9525
2020-03-20,20.175,71.75,6.025,0.375,18.3425
2020-03-21,19.85,75.25,7.125,0.725,17.8425
2020-03-22,20.1,70.0,8.0,0.0,21.4675
2020-03-23,21.075,66.0,5.85,0.0,21.5975
2020-03-24,20.825,72.75,8.975,1.95,14.0075
2020-03-25,20.65,73.25,6.375,0.05,19.13
2020-03-26,21.125,71.0,9.275,0.0,13.4025
2020-03-27,19.0,85.75,11.0,17.925,8.5275
2020-03-28,19.3,76.75,8.325,0.375,20.2175
2020-03-29,19.95,68.5,10.525,0.0,22.4425
2020-03-30,19.9,67.25,9.675,0.0,19.415
2020-03-31,19.925,70.75,11.8,1.225,10.9725
2020-04-01,21.425,63.75,8.85,0.05,22.1825
2020-04-02,20.875,60.0,10.9,0.025,22.57
2020-04-03,20.35,57.0,10.05,0.0,23.502499999999998
2020-04-04,21.575,59.25,8.425,0.0,23.447499999999998
2020-04-05,22.775,59.0,6.375,0.15,21.2625
2020-04-06,23.2,56.5,9.600000000000001,0.0,22.560000000000002
2020-04-07,21.825,60.0,11.025,0.125,18.1175
2020-04-08,21.925,58.5,8.3,0.0,23.5
2020-04-09,23.475,54.25,8.025,0.0,22.2775
2020-04-10,25.025,48.5,9.325,0.0,20.01
2020-04-11,25.875,49.5,8.625,0.0,23.295
2020-04-12,26.55,47.5,9.3,0.0,23.345
2020-04-13,27.575,50.25,8.525,0.0,22.5475
2020-04-14,28.4,50.0,9.35,0.15,21.29
2020-04-15,28.875,44.25,13.0,0.07500000000000001,19.950000000000003
2020-04-16,28.35,40.25,9.45,0.0,20.740000000000002
2020-04-17,25.875,48.25,11.575,1.85,13.2675
2020-04-18,24.375,57.25,10.7,2.65,21.1775
2020-04-19,25.025,53.5,9.225,0.025,22.9
2020-04-20,23.8,57.75,8.825,0.575,16.945
2020-04-21,24.025,55.25,7.550000000000001,0.025,23.1075
2020-04-22,25.6,48.25,6.5,0.0,23.29
2020-04-23,26.975,44.5,6.675,0.0,19.9925
2020-04-24,27.725,42.5,6.45,0.0,22.822499999999998
